embryo,overall_cv,MeanD_part5,CV_part5,N_part5,MeanD_part10,CV_part10,N_part10,MeanD_part15,CV_part15,N_part15,MeanD_part20,CV_part20,N_part20
PB_em1,0.26630689146489206,0.014647972809086232,1.7418435731967463,288.0,0.01630672012079122,1.1537717571112258,128.0,0.009788869030217974,0.9919679831150225,45.0,0.00842766031728211,0.9588464412799144,16.0
PB_em1_001,0.32040364048711334,0.014924154867808091,1.7255748536729463,342.0,0.013379984497231882,1.4066054514221213,155.0,0.00801042680998965,1.2375157982755975,53.0,0.006774263960537346,0.6013631294782777,27.0
PB_em2_,0.201490763803784,0.007235472385464847,2.1380642132171648,789.0,0.006060832352458297,1.8883783321220857,356.0,0.004925791125658258,1.2996991278525372,156.0,0.004261741752569017,1.0480759400531823,87.0
PB_em2_001,0.28650979731194337,0.014369314592117821,1.873121951064123,395.0,0.014143202369792007,1.521233072491971,180.0,0.009798884751660325,1.4486355881794661,75.0,0.006639159411279294,1.2906729544044395,38.0
PB_em3,0.20965858801016143,0.010744484793285358,2.286447319741286,999.0,0.010573776777329576,1.8338028294115465,453.0,0.007351175864173365,1.6886371028292921,223.0,0.006637704226011114,1.6022187703430348,121.0
PB_em3001,0.2173742308421401,0.01421295605196655,1.8974858314157697,589.0,0.0124158302236128,1.5429225395205548,265.0,0.01148156680522906,1.433012951555807,123.0,0.007453667514327203,1.3601190471701594,57.0
PB_em4_,0.36252343542473875,0.01303117703107234,2.4242143067383304,386.0,0.011507532896674921,1.6909734299982095,171.0,0.008405791832252344,1.8619040390409487,70.0,0.004221599370452781,1.030890987190618,28.0
PB_em4_001,0.26024122310646697,0.010013051161061801,2.255811582085093,392.0,0.010199824529671882,1.6057391077624177,179.0,0.006353144998396021,1.6946443979890944,78.0,0.00557308882323218,1.7670328589123985,42.0
