FileName,MedianDiffusion,StandardError
tracked_Traj_Set2_t2_post007.nd2_crop,0.07414008388750513,0.0038425848952235594
tracked_Traj_Set2_t2_post008.nd2_crop,0.07318967390959547,0.0059854352094962085
tracked_Traj_Set2_t2_post009.nd2_crop,0.09612811971566451,0.004059860187873557
tracked_Traj_Set2_t2_post010.nd2_crop,0.04416757589680412,0.0032404530939720193
tracked_Traj_Set2_t2_post011.nd2_crop,0.08886567735766515,0.004166338809336416
tracked_Traj_Set2_t2_post012.nd2_crop,0.05441932728709473,0.0036584534455629913
tracked_Traj_Set2_t2_post013.nd2_crop,0.10656706783787057,0.00542240443037964
