FileName,MedianDiffusion,MeanDiffusion,StdDiffusion,SEMDiffusion,NumTrajectories,MinDiffusion,MaxDiffusion,NumTracks,MeanTrackLength
tracked_Traj_Set2_t2_post007.nd2_crop,0.07414008388750513,0.10635318345593904,0.10621115962660511,0.0038425848952235594,764,-0.022880382645603246,0.690465869791236,764,21.160994764397905
tracked_Traj_Set2_t2_post008.nd2_crop,0.07318967390959547,0.10941199402892801,0.11356564829625063,0.0059854352094962085,360,-0.025010285335143993,0.5869204862935208,360,20.397222222222222
tracked_Traj_Set2_t2_post009.nd2_crop,0.09612811971566451,0.12751504978358758,0.1180854147400867,0.004059860187873557,846,-0.018162743853138184,0.7515220904594571,846,20.08983451536643
tracked_Traj_Set2_t2_post010.nd2_crop,0.04416757589680412,0.08826371618226841,0.10344102881866198,0.0032404530939720193,1019,-0.013910146523064626,0.8018520663879679,1019,26.9558390578999
tracked_Traj_Set2_t2_post011.nd2_crop,0.08886567735766515,0.12270391816873796,0.11440374916030428,0.004166338809336416,754,-0.008556768727042845,0.7040634098467906,754,18.77320954907162
tracked_Traj_Set2_t2_post012.nd2_crop,0.05441932728709473,0.08755319122671444,0.09630839609324175,0.0036584534455629913,693,-0.014436911094273319,0.6263180922890375,693,25.606060606060606
tracked_Traj_Set2_t2_post013.nd2_crop,0.10656706783787057,0.1402666838947634,0.12364984552935111,0.00542240443037964,520,-0.010525428137790331,0.7639987784586185,520,17.415384615384614
