track_id,length,D,offset,r_squared,embryo
4,19,0.012579040601497067,0.00824253417132147,0.9698540873520187,Traj_Set1_001.nd2_crop.tif
7,29,0.009027096467222318,0.009569916591745213,0.8817581519614898,Traj_Set1_001.nd2_crop.tif
12,14,0.1321068188134578,-0.014930854538305364,0.9965116881206734,Traj_Set1_001.nd2_crop.tif
14,18,0.027027160680611582,0.009214983862858522,0.9992652791817394,Traj_Set1_001.nd2_crop.tif
17,16,0.012367527696844799,0.02730168655470268,0.5070510371192041,Traj_Set1_001.nd2_crop.tif
18,16,0.029130602160636065,-0.0010468874578753464,0.9261499501311312,Traj_Set1_001.nd2_crop.tif
39,11,0.06986104338242374,0.007833570376439693,1.0,Traj_Set1_001.nd2_crop.tif
42,14,0.020792856110201267,-0.0002045446265331193,0.9956453116685064,Traj_Set1_001.nd2_crop.tif
45,18,0.025250585093680025,-0.00294449929157359,0.9665395011556326,Traj_Set1_001.nd2_crop.tif
47,27,0.03834041682447038,-0.011932680798232063,0.9933812504857132,Traj_Set1_001.nd2_crop.tif
55,12,0.029072770968545054,-0.0044177590775103985,0.9997098535692616,Traj_Set1_001.nd2_crop.tif
91,16,0.04563956968132864,-0.0008468372195050205,0.984001583359079,Traj_Set1_001.nd2_crop.tif
95,71,0.013733382655039292,-0.005493113538455863,0.9930513648408124,Traj_Set1_001.nd2_crop.tif
102,19,0.010763383086664684,-0.00014804639940616205,0.9595189443936505,Traj_Set1_001.nd2_crop.tif
105,10,0.018198003445643568,0.018746217205123282,1.0,Traj_Set1_001.nd2_crop.tif
111,31,0.017503179161946616,0.004433315761978471,0.9831573596785553,Traj_Set1_001.nd2_crop.tif
117,40,0.012624593382079729,0.015400689977645354,0.8031789393633728,Traj_Set1_001.nd2_crop.tif
134,21,0.0027344757921825263,0.004584680869506536,0.6736708033904437,Traj_Set1_001.nd2_crop.tif
140,31,0.03426523339266013,-0.0046456394825064706,0.990449796370285,Traj_Set1_001.nd2_crop.tif
142,10,0.22214095219119576,-0.003970497349747113,1.0,Traj_Set1_001.nd2_crop.tif
150,26,0.09201686154336824,-0.03692119182638389,0.981052543122832,Traj_Set1_001.nd2_crop.tif
154,22,0.01184152551860648,0.0041133167550619935,0.9909588433865384,Traj_Set1_001.nd2_crop.tif
161,12,0.005103933687063563,0.001967204921919909,0.913720460537892,Traj_Set1_001.nd2_crop.tif
165,11,0.05306762721511265,-0.010283743271877779,1.0,Traj_Set1_001.nd2_crop.tif
167,13,0.03580842411893915,-0.008351795630512993,0.9707458115772046,Traj_Set1_001.nd2_crop.tif
172,12,0.048061444169584404,-0.0015888594771943983,0.9167709791080213,Traj_Set1_001.nd2_crop.tif
173,81,0.012014746201751945,0.011026950954147843,0.9205992995471417,Traj_Set1_001.nd2_crop.tif
176,48,0.007279056091049615,0.00368937999942705,0.9790928557270657,Traj_Set1_001.nd2_crop.tif
189,21,0.004732027057701476,0.008410207910925066,0.8744312325783443,Traj_Set1_001.nd2_crop.tif
194,11,0.2736581991835714,-0.04297153359920667,1.0,Traj_Set1_001.nd2_crop.tif
197,15,0.006571785235933242,0.01834541312530585,0.9550619746961266,Traj_Set1_001.nd2_crop.tif
199,13,0.049688889791301434,-0.0005700793521609231,0.9896648726917423,Traj_Set1_001.nd2_crop.tif
205,11,0.05940801966131757,0.00772318989630676,1.0,Traj_Set1_001.nd2_crop.tif
227,36,0.02644395098501841,-0.0028502348913594347,0.9836018751778013,Traj_Set1_001.nd2_crop.tif
234,12,0.015539193544203507,-0.002416727476340238,0.9850765001557243,Traj_Set1_001.nd2_crop.tif
236,27,0.020874361730385572,0.01630999989910296,0.9710884793962684,Traj_Set1_001.nd2_crop.tif
245,28,0.059558777436296506,-0.014544519313128137,0.9886802891588587,Traj_Set1_001.nd2_crop.tif
248,65,0.012227209589362643,0.0034093115816587324,0.9854629977337185,Traj_Set1_001.nd2_crop.tif
249,19,0.028289864440993205,0.01405368737463933,0.9148468868744253,Traj_Set1_001.nd2_crop.tif
253,11,0.02083067985807928,-0.0020765743645092304,1.0,Traj_Set1_001.nd2_crop.tif
258,12,0.013101690600189644,0.022648248672224786,0.6421552660532102,Traj_Set1_001.nd2_crop.tif
265,11,0.015131419469405542,0.0006009077306282717,1.0,Traj_Set1_001.nd2_crop.tif
272,17,0.031061889598307406,0.00970887300188799,0.9674010809896132,Traj_Set1_001.nd2_crop.tif
275,24,0.0493110923088287,-0.011651201435801761,0.9915652247082616,Traj_Set1_001.nd2_crop.tif
278,32,0.06551521286218862,-0.01242566335576771,0.9973034103396458,Traj_Set1_001.nd2_crop.tif
295,12,0.0007687301221182953,0.002320653241574983,0.37850256149262373,Traj_Set1_001.nd2_crop.tif
298,11,0.00826083508379074,0.0011119803049751567,1.0,Traj_Set1_001.nd2_crop.tif
304,20,0.02015204526521884,0.004023632921700678,0.9587445051936311,Traj_Set1_001.nd2_crop.tif
396,27,0.024192628632630594,-0.003223112721562423,0.9941439951882112,Traj_Set1_001.nd2_crop.tif
398,15,0.03731953906508213,0.0002823407495777279,0.9974059266311356,Traj_Set1_001.nd2_crop.tif
417,10,0.017959021586158416,0.011425710120261095,1.0,Traj_Set1_001.nd2_crop.tif
425,10,0.006006999504300691,0.005376888597296349,1.0,Traj_Set1_001.nd2_crop.tif
435,10,0.01338191180485516,0.005212111151086961,1.0,Traj_Set1_001.nd2_crop.tif
438,13,-0.0018836089762957078,0.010112018692599712,0.08265052519886928,Traj_Set1_001.nd2_crop.tif
443,10,0.041747485502091994,0.027506151717157982,1.0,Traj_Set1_001.nd2_crop.tif
482,17,0.0065843254991977025,0.003035580934017167,0.7033652359750137,Traj_Set1_001.nd2_crop.tif
492,80,0.008261994743639428,0.003827447405743493,0.9845434784896794,Traj_Set1_001.nd2_crop.tif
493,21,0.07143602956225972,-0.023389092406868674,0.9934614560342233,Traj_Set1_001.nd2_crop.tif
498,15,0.028143175116367228,-0.0004475832939898083,0.9874318558777109,Traj_Set1_001.nd2_crop.tif
566,17,0.017843122945230935,-0.00197003067121846,0.9963462226745665,Traj_Set1_001.nd2_crop.tif
580,11,0.022912138884664084,-0.0037767812961203157,1.0,Traj_Set1_001.nd2_crop.tif
603,13,0.01115203730849824,0.01677594325345811,0.5870211332498945,Traj_Set1_001.nd2_crop.tif
604,20,0.014255999281181351,0.01604594785783137,0.9129140683432709,Traj_Set1_001.nd2_crop.tif
610,14,0.060826746835789716,0.01830856331328496,0.9604622118872397,Traj_Set1_001.nd2_crop.tif
612,33,0.0016663441067823021,0.0009405676945423284,0.9877646316263811,Traj_Set1_001.nd2_crop.tif
680,12,0.07868367917211017,-0.018127675454932216,0.9927457561991901,Traj_Set1_001.nd2_crop.tif
685,16,0.005874921441781163,0.001033009153700495,0.9657974978461593,Traj_Set1_001.nd2_crop.tif
692,10,0.006082652918383592,0.08222092978785871,1.0,Traj_Set1_001.nd2_crop.tif
706,27,0.014392880590760646,-0.00179795860335596,0.9865170364212192,Traj_Set1_001.nd2_crop.tif
710,17,0.037261659256032746,0.019363189140894667,0.9693054151331881,Traj_Set1_001.nd2_crop.tif
719,18,0.10175310473478028,-0.001657824957279106,0.9889695569190574,Traj_Set1_001.nd2_crop.tif
763,10,0.11942913864717525,-0.009465340339773603,1.0,Traj_Set1_001.nd2_crop.tif
797,15,0.028874808733954576,0.002261399031127571,0.9018547013140268,Traj_Set1_001.nd2_crop.tif
812,14,0.10771370106272232,-0.008670076955333826,0.9963913781172319,Traj_Set1_001.nd2_crop.tif
885,44,0.004493682498400184,0.0021334445820064755,0.9976248045113089,Traj_Set1_001.nd2_crop.tif
925,22,0.026044576456354777,-0.0017126553728159537,0.9941472942645939,Traj_Set1_001.nd2_crop.tif
931,10,0.18968971102716725,-0.024179748494039303,1.0,Traj_Set1_001.nd2_crop.tif
962,13,0.010800816150006852,0.0038423850945785466,0.9716298196166797,Traj_Set1_001.nd2_crop.tif
963,46,0.0075391748626731986,0.030101789622591225,0.5119685760759676,Traj_Set1_001.nd2_crop.tif
976,15,0.034269444514373026,0.019456626439209854,0.9885900362902217,Traj_Set1_001.nd2_crop.tif
981,20,0.005631743709505539,0.0067680315010515855,0.9895243977182199,Traj_Set1_001.nd2_crop.tif
1036,48,0.003464326738954867,0.00403519941516894,0.8560468059315284,Traj_Set1_001.nd2_crop.tif
1047,13,0.03261299057782434,0.007890386968727611,0.8070948544917448,Traj_Set1_001.nd2_crop.tif
1049,11,0.13810249852556533,-0.014044697380278493,1.0,Traj_Set1_001.nd2_crop.tif
1050,21,-0.002194541756373699,0.016073738882666246,0.29099740194887225,Traj_Set1_001.nd2_crop.tif
1052,25,0.026520650212769413,0.049652069354723646,0.6652890296950843,Traj_Set1_001.nd2_crop.tif
1107,14,0.0022856290283306217,0.004172710216648822,0.487323389126886,Traj_Set1_001.nd2_crop.tif
1150,13,0.07368777585377957,0.023630377193440813,0.9267164849976925,Traj_Set1_001.nd2_crop.tif
1152,12,0.07922284086676035,0.020490308210743952,0.9866560093784652,Traj_Set1_001.nd2_crop.tif
1170,14,0.013436705098412115,0.0019199860930929264,0.9989685886037393,Traj_Set1_001.nd2_crop.tif
1171,23,0.08600792555210017,0.01681867481180175,0.980976439638579,Traj_Set1_001.nd2_crop.tif
1199,18,0.017181062390988114,0.0006540489599896902,0.9986677327224212,Traj_Set1_001.nd2_crop.tif
1202,17,0.011138385357833808,0.015840116907848423,0.9972354391288779,Traj_Set1_001.nd2_crop.tif
1208,14,0.03391752486786572,0.015025336927089194,0.9411488907059504,Traj_Set1_001.nd2_crop.tif
1247,27,0.02440752874008581,0.02802800861298439,0.8132638069423959,Traj_Set1_001.nd2_crop.tif
1251,11,0.26205886647235976,-0.04233283744122959,1.0,Traj_Set1_001.nd2_crop.tif
1275,16,0.052714565674801366,0.02604535656860329,0.993673893854368,Traj_Set1_001.nd2_crop.tif
1317,11,0.09498312080878284,0.07248395439144265,1.0,Traj_Set1_001.nd2_crop.tif
1389,14,0.014370076906732076,0.0038725520608926555,0.999839539976686,Traj_Set1_001.nd2_crop.tif
1420,23,0.006752167424176359,0.0034507760589812713,0.9461147236630713,Traj_Set1_001.nd2_crop.tif
1454,19,0.024873707336321854,-0.005645355745556748,0.9983220357917502,Traj_Set1_001.nd2_crop.tif
1473,20,0.04957683100238279,-0.01037146100054456,0.9826086734490057,Traj_Set1_001.nd2_crop.tif
1478,42,0.007387213871181427,0.0003430471377511067,0.9721019564845007,Traj_Set1_001.nd2_crop.tif
1510,17,0.0062229760066962805,0.0028384306583560076,0.8535822513155762,Traj_Set1_001.nd2_crop.tif
1593,10,0.02206538760688782,-0.0009996088355117784,1.0,Traj_Set1_001.nd2_crop.tif
1599,11,0.050214659080956896,-0.0049226612568191,1.0,Traj_Set1_001.nd2_crop.tif
1603,12,0.021141124638668924,-6.599291679633011e-05,0.9701371162268262,Traj_Set1_001.nd2_crop.tif
1608,12,0.06694464612210965,0.010602717647700308,0.9977567422829609,Traj_Set1_001.nd2_crop.tif
1713,12,0.18421775986145697,-0.028216963733228306,0.999638360934373,Traj_Set1_001.nd2_crop.tif
1780,12,0.013123212507010295,0.0009637553120967827,0.9822257606137264,Traj_Set1_001.nd2_crop.tif
1789,11,0.08064906847282215,-0.004924911088613395,1.0,Traj_Set1_001.nd2_crop.tif
1805,24,0.002725439474136023,0.006269884926449411,0.9005134319935097,Traj_Set1_001.nd2_crop.tif
1807,15,0.05942267426253701,-0.004166156414799619,0.995027559408347,Traj_Set1_001.nd2_crop.tif
1817,10,0.24781193136021876,-0.008300457102283864,1.0,Traj_Set1_001.nd2_crop.tif
1836,48,0.003632244317224911,0.022998463669409597,0.44210419446363247,Traj_Set1_001.nd2_crop.tif
1852,14,0.047197093415326026,-0.006247914639583222,0.9996754572172684,Traj_Set1_001.nd2_crop.tif
1863,42,0.022077563968518683,0.0008933989621045902,0.9873522983890515,Traj_Set1_001.nd2_crop.tif
1909,12,0.04356205056277332,0.0066820376893475236,0.9996316980428518,Traj_Set1_001.nd2_crop.tif
1928,57,0.029717321633497492,-0.008555054609104502,0.9896684732965145,Traj_Set1_001.nd2_crop.tif
1951,12,0.02539844869551135,-0.005126401990402139,0.9909260614960267,Traj_Set1_001.nd2_crop.tif
1954,20,0.012876448492202102,0.018002207072330436,0.902003844273045,Traj_Set1_001.nd2_crop.tif
2002,11,0.01371297908530428,-0.0014217787197048162,1.0,Traj_Set1_001.nd2_crop.tif
2012,16,0.044787727803421246,0.03424415778337923,0.6707541619875093,Traj_Set1_001.nd2_crop.tif
2018,10,0.01766831143037542,0.0048257109753251344,1.0,Traj_Set1_001.nd2_crop.tif
2021,32,0.023186767584019198,-0.0022489323727831116,0.9850457359033867,Traj_Set1_001.nd2_crop.tif
2023,13,0.009460226431845986,0.007283783539941076,0.997435748674992,Traj_Set1_001.nd2_crop.tif
2029,10,0.15140223087788682,-0.026110036743057525,1.0,Traj_Set1_001.nd2_crop.tif
2115,14,0.010505596771973462,0.01312412455416894,0.9321770195915707,Traj_Set1_001.nd2_crop.tif
2146,11,0.02218276539240501,0.0011758912405794404,1.0,Traj_Set1_001.nd2_crop.tif
2155,21,0.024149594007105167,0.011188850176560575,0.9823498413669113,Traj_Set1_001.nd2_crop.tif
2169,14,-0.00022433745262286417,0.003785003378819382,0.019688197048817302,Traj_Set1_001.nd2_crop.tif
2178,91,0.01676511173657848,-0.0065670102012500954,0.9919708204087603,Traj_Set1_001.nd2_crop.tif
2180,14,0.012436124784879644,0.007609829420340352,0.944326670850679,Traj_Set1_001.nd2_crop.tif
2205,22,0.02531760059901966,0.0003549949517399312,0.9932072966449473,Traj_Set1_001.nd2_crop.tif
2235,13,0.045114688058696055,0.016376092304532852,0.8820046431386989,Traj_Set1_001.nd2_crop.tif
2236,90,0.01757850976372617,-0.0035309389414323994,0.9882373777106266,Traj_Set1_001.nd2_crop.tif
2238,25,0.012201256742874417,0.006048496912670566,0.9063419096413633,Traj_Set1_001.nd2_crop.tif
2311,12,0.016443850386187352,0.005080340568403086,0.9174124505850296,Traj_Set1_001.nd2_crop.tif
2324,18,0.11301753387033334,0.00045800026956574805,0.9704435976565629,Traj_Set1_001.nd2_crop.tif
2360,17,0.037650728954673814,-0.012960185631172808,0.9757225044952043,Traj_Set1_001.nd2_crop.tif
2386,12,0.014844305330132992,-0.0008257369899331006,0.9814384350143175,Traj_Set1_001.nd2_crop.tif
2493,48,0.05227246766281165,-0.02165475444889335,0.9950046028755656,Traj_Set1_001.nd2_crop.tif
2509,14,0.09577072256011658,-0.017339904762171853,0.9927564857359649,Traj_Set1_001.nd2_crop.tif
2518,11,0.08295855771785264,0.00372534348023441,1.0,Traj_Set1_001.nd2_crop.tif
2547,14,0.10143075855711879,-0.016799319400232014,0.9923550584881337,Traj_Set1_001.nd2_crop.tif
2577,23,0.12959846612057632,-0.04067291636114424,0.9935930498869483,Traj_Set1_001.nd2_crop.tif
2578,22,0.028453864348658427,-0.008994299687987053,0.9859211807084615,Traj_Set1_001.nd2_crop.tif
2623,16,0.07094702742732718,0.015039585552849316,0.95599315029665,Traj_Set1_001.nd2_crop.tif
2628,49,0.012071228801243807,0.001844342067613453,0.9937054624664433,Traj_Set1_001.nd2_crop.tif
2634,23,0.14487304160802827,-0.03817325523818876,0.9924891603280341,Traj_Set1_001.nd2_crop.tif
2688,22,0.03220083835490794,-0.006062856327058214,0.9903440010624761,Traj_Set1_001.nd2_crop.tif
2712,20,0.004108794573396491,0.003858228032878759,0.9205060400032737,Traj_Set1_001.nd2_crop.tif
2717,12,0.07110453803737918,0.005366827560903108,0.99309757041447,Traj_Set1_001.nd2_crop.tif
2721,28,0.04378880051730079,-0.0067981294897074005,0.9989330435717904,Traj_Set1_001.nd2_crop.tif
2753,11,0.005947949273496174,0.0019916801705167036,1.0,Traj_Set1_001.nd2_crop.tif
2778,23,0.009546927288503768,0.009047844075577217,0.9404688706300943,Traj_Set1_001.nd2_crop.tif
2853,14,0.21296217436392237,-0.0639050906286362,0.988463926975263,Traj_Set1_001.nd2_crop.tif
2855,24,0.07066377106462547,0.005777077553172027,0.9624018483384517,Traj_Set1_001.nd2_crop.tif
2894,12,-0.014735972569129098,0.039776092715094996,0.7032806498871809,Traj_Set1_001.nd2_crop.tif
2945,11,0.0030615918465493755,0.00045331429248067213,1.0,Traj_Set1_001.nd2_crop.tif
2964,49,0.021391676450639597,-0.002127169239333342,0.9964039162904118,Traj_Set1_001.nd2_crop.tif
2970,10,0.008985735108384582,0.03072708294344296,1.0,Traj_Set1_001.nd2_crop.tif
2985,14,0.035153784019713474,-0.0030071197662924786,0.9926784697068163,Traj_Set1_001.nd2_crop.tif
3004,11,0.005517699121080179,0.0039042657618215387,1.0,Traj_Set1_001.nd2_crop.tif
3016,12,0.019331457921912914,0.00517387629920408,0.9988793508546784,Traj_Set1_001.nd2_crop.tif
3031,16,0.11814684234587784,-0.008154725878261104,0.9774931570604535,Traj_Set1_001.nd2_crop.tif
3036,40,0.003118086611871694,0.0003785170028174169,0.98664280873583,Traj_Set1_001.nd2_crop.tif
3043,16,0.051553540136068,-0.012031423289811187,0.9974172225445385,Traj_Set1_001.nd2_crop.tif
3050,23,0.02338807472947434,0.006195406276265789,0.9367518614957974,Traj_Set1_001.nd2_crop.tif
3057,62,0.007111015089991388,0.003767332485888592,0.9864861225109873,Traj_Set1_001.nd2_crop.tif
3064,38,0.006841353710985968,0.013652944651261802,0.8028752862740255,Traj_Set1_001.nd2_crop.tif
3094,13,0.005384343986082949,0.005793957025600617,0.7507097404334306,Traj_Set1_001.nd2_crop.tif
3116,19,0.018390687131105345,0.0009542404198478849,0.9986476449512873,Traj_Set1_001.nd2_crop.tif
3133,35,0.01012614666061646,5.9507517203572137e-05,0.996942905169603,Traj_Set1_001.nd2_crop.tif
3147,21,0.027174091712770094,-0.0004615222115929567,0.9948563458777592,Traj_Set1_001.nd2_crop.tif
3148,75,0.012578048343290849,0.0049900915642219,0.9859757465510763,Traj_Set1_001.nd2_crop.tif
3180,10,0.24029613556328672,-0.009082707900071929,1.0,Traj_Set1_001.nd2_crop.tif
3192,26,0.03311386653055996,0.011287313135974204,0.8836325742577256,Traj_Set1_001.nd2_crop.tif
3258,17,0.017918847123202193,0.007909282923750338,0.9293709088581444,Traj_Set1_001.nd2_crop.tif
3274,11,0.1265939939421852,-0.011481696083226424,1.0,Traj_Set1_001.nd2_crop.tif
3312,15,0.04659345129435122,0.0032836426176806495,0.9977164302898819,Traj_Set1_001.nd2_crop.tif
3314,25,0.006424546951236302,0.014767477994516094,0.6862527815245181,Traj_Set1_001.nd2_crop.tif
3345,13,0.17686084595929652,-0.03973897631981848,0.995612829476686,Traj_Set1_001.nd2_crop.tif
3354,12,0.07344479651702908,0.02258125976782872,0.9983293663850065,Traj_Set1_001.nd2_crop.tif
3392,12,0.08267676022823528,-0.014329763170944074,0.9998898026228162,Traj_Set1_001.nd2_crop.tif
3406,14,0.02453588259560079,0.0060794432065607645,0.9986334667920359,Traj_Set1_001.nd2_crop.tif
3468,34,0.025309918569227815,0.002371282258725483,0.9981261991739976,Traj_Set1_001.nd2_crop.tif
3474,32,0.010579879716508506,0.022719056844976035,0.7335280273432205,Traj_Set1_001.nd2_crop.tif
3494,10,0.059938966867125805,-0.006786827302601818,1.0,Traj_Set1_001.nd2_crop.tif
3509,13,0.02728410505031947,-0.001616315780999306,0.9995012773482306,Traj_Set1_001.nd2_crop.tif
3515,11,0.10313871901593209,0.007557834878159983,1.0,Traj_Set1_001.nd2_crop.tif
3552,16,-0.004013978889319351,0.011948184001315604,0.8264204446646429,Traj_Set1_001.nd2_crop.tif
3560,42,0.002556238846564627,0.013068894500031819,0.5182758839904564,Traj_Set1_001.nd2_crop.tif
3595,12,0.12637264092472403,0.004467014589530314,0.9867028963438675,Traj_Set1_001.nd2_crop.tif
3623,40,0.042894406024812703,0.010386965713764908,0.9671312538294082,Traj_Set1_001.nd2_crop.tif
3625,10,-0.0380512220848036,0.05650098996293866,1.0,Traj_Set1_001.nd2_crop.tif
3644,15,0.020815329878527952,-0.0029237344989770436,0.9915067168605411,Traj_Set1_001.nd2_crop.tif
3689,12,0.0158583745665387,0.021003072208223134,0.9983370781630397,Traj_Set1_001.nd2_crop.tif
3708,10,0.05897667937249021,0.024605319371323167,1.0,Traj_Set1_001.nd2_crop.tif
3720,11,0.023367755301846826,-0.003149167672230431,1.0,Traj_Set1_001.nd2_crop.tif
3747,15,0.015086794790553646,0.008584909208058376,0.9263700318912118,Traj_Set1_001.nd2_crop.tif
3753,23,0.035444167463717036,-0.0009102710089507721,0.9982972213817457,Traj_Set1_001.nd2_crop.tif
3774,25,0.01875019834000057,0.019469788656203676,0.8429528187899773,Traj_Set1_001.nd2_crop.tif
3801,10,0.07119833675258024,0.021512206825241728,1.0,Traj_Set1_001.nd2_crop.tif
3818,37,0.013282293567873563,-0.00012480428766649558,0.9867626184541824,Traj_Set1_001.nd2_crop.tif
