Location,N,Mean,Median,Std,SEM,Min,Max,Q25,Q75
Inside_ROIs,1302,0.1343267389452668,0.10375577017083187,0.11994332943350565,0.0033240734217763303,-0.021796971666255972,0.9860796474028377,0.043359351372033325,0.1923520718593154
Outside_ROIs,4919,0.11938489465152093,0.08376024806021393,0.12007760187539733,0.0017120781887413848,-0.06549918066069399,1.1599399359829312,0.02909427436491273,0.17177422299328157
