trajectory_id,track_length,alpha,alpha_err,alpha_r_squared,alpha_p_value,alpha_method,D_generalized,D_original,D_err_original,diffusion_type,radius_of_gyration,r_squared_original,n_time_lags,alpha_powerlaw,alpha_powerlaw_err,alpha_powerlaw_r_squared
4070,11,0.8174137372942781,0.0749378504885296,0.9834686202591161,0.00830013599924495,loglog,0.08186975631696065,0.09343651200217919,0.008990315068010844,sub-diffusion,0.2131638130024706,0.9818206324448069,4,0.9066180104105314,0.11895257744848192,0.9770963187112156
4145,59,1.0094196311377082,0.0091513013332905,0.9987686588774328,3.053060834462847e-23,loglog,0.005143037855567714,0.005298485222057677,4.89762349499299e-05,normal,0.16756908781092275,0.9992316200322289,17,0.9580660034414038,0.022458183439046868,0.9960366724955584
4178,16,0.6172819623823368,0.09612616766305543,0.9537430020988914,0.023402333558547043,loglog,0.04729138526725681,0.04028138782595167,0.006128986896269924,sub-diffusion,0.22555689648449986,0.9152448989086194,4,0.5616007534724982,0.1031620614442253,0.9514355020692794
4195,10,0.8282267019601284,0.16783289682738178,0.9241059890197137,0.03869568344893314,loglog,0.08900686435601983,0.08044088070728553,0.023680893107799115,sub-diffusion,0.26727495020925507,0.8522755056771755,4,0.662996596509212,0.1974016857029855,0.8933291534948931
4286,57,1.0142966603454855,0.03805308537760325,0.9793239583521922,4.749697166296142e-14,loglog,0.006613460271912204,0.007099491652697656,0.00035541604334319134,normal,0.139317533658905,0.9779415537355519,17,1.0872039730479723,0.04101477486685958,0.9901844382248871
4317,16,1.0338661823479431,0.06372199751963718,0.9924596249694632,0.0037773215944825176,loglog,0.17604187661138848,0.20574607176103793,0.011171763583404437,normal,0.535739303431599,0.988344028852362,4,1.030802701383745,0.09892515790814305,0.9890928937473141
4323,10,1.3173922412529389,0.04233969146225693,0.9979384260567215,0.0010313187808531632,loglog,0.12924790932914457,0.10561762987360697,0.004272364727523919,super-diffusion,0.22474172069342216,0.9967380685960036,4,1.2505997821498154,0.08601953340131352,0.9950628322979275
4383,21,0.7162889051882522,0.06720553120322824,0.9659854928003513,0.000438885614359133,loglog,0.0025841494067118595,0.0027755193275831227,0.00014552478200318715,sub-diffusion,0.054513988416712796,0.9837732452270131,6,0.8570047324526976,0.11018358198757955,0.9582959516679294
4400,18,0.6346430641387236,0.07523583747628489,0.959544567477221,0.0034963039055383406,loglog,0.005595653015296457,0.005802388604683207,0.0004973187926456308,sub-diffusion,0.09120498921598956,0.9645708868972519,5,0.5563136893928878,0.07910077758160336,0.958538996227387
4475,17,0.26527973079122635,0.07904046245485769,0.789686642891007,0.04385496499912336,loglog,0.008599670262832206,0.0011124968419400929,0.0031970423076427,sub-diffusion,0.11146003490295465,0.029382530270680718,5,0.2660630812614683,0.09063077441425987,0.7642660149854805
4554,12,0.3972089527526869,0.07352154116346682,0.935873395526044,0.0325945030515673,loglog,0.04055663023095679,0.0432903070231068,0.00568109463272754,sub-diffusion,0.23847546709555792,0.9667029506431166,4,0.43403780532903397,0.09218633054441205,0.9263857545828279
4577,11,0.22968677873950888,0.11949805831427891,0.6487810946139129,0.19453051292186557,loglog,0.003906546099255223,0.0024361679833634665,0.0019125422835927523,sub-diffusion,0.08470089531740596,0.4478994543101976,4,0.21156443174500406,0.1380000529785978,0.5705819299154521
4678,10,0.36011847704862965,0.16890041800710504,0.6944698708339426,0.1666514109726094,loglog,0.024004808261368867,0.026181062289320003,0.010953003729828856,sub-diffusion,0.1831614410409573,0.7407169053438305,4,0.4138795593783705,0.20748570948955897,0.6870222592298647
4742,22,0.7958894878239549,0.024154207598003612,0.9963293500725106,5.058821520789067e-06,loglog,0.0114431060486928,0.009666115906290887,0.0007192357100870154,sub-diffusion,0.12906706264260503,0.9678487941110765,6,0.7689371302965711,0.041700061474834516,0.9926958462579284
4743,45,0.7731251290624132,0.048242646873272094,0.9589284071655579,5.6695839381035325e-09,loglog,0.02010391375666814,0.016819801805275033,0.00165053854819106,sub-diffusion,0.1965790966436523,0.9202453959330732,13,0.6009500830579158,0.051786875630802316,0.9554190907424597
