FileName,TrackLength,Frequency
tracked_Traj_Middle_Set1017.nd2_crop,82.5,0
tracked_Traj_Middle_Set1017.nd2_crop,87.5,0
tracked_Traj_Middle_Set1017.nd2_crop,92.5,2
tracked_Traj_Middle_Set1017.nd2_crop,97.5,0
tracked_Traj_G_AMP_003.nd2_crop,2.5,0
tracked_Traj_G_AMP_003.nd2_crop,7.5,0
tracked_Traj_G_AMP_003.nd2_crop,12.5,316
tracked_Traj_G_AMP_003.nd2_crop,17.5,107
tracked_Traj_G_AMP_003.nd2_crop,22.5,37
tracked_Traj_G_AMP_003.nd2_crop,27.5,17
tracked_Traj_G_AMP_003.nd2_crop,32.5,21
tracked_Traj_G_AMP_003.nd2_crop,37.5,9
tracked_Traj_G_AMP_003.nd2_crop,42.5,4
tracked_Traj_G_AMP_003.nd2_crop,47.5,1
tracked_Traj_G_AMP_003.nd2_crop,52.5,1
tracked_Traj_G_AMP_003.nd2_crop,57.5,2
tracked_Traj_G_AMP_003.nd2_crop,62.5,1
tracked_Traj_G_AMP_003.nd2_crop,67.5,1
tracked_Traj_G_AMP_003.nd2_crop,72.5,1
tracked_Traj_G_AMP_003.nd2_crop,77.5,2
tracked_Traj_G_AMP_003.nd2_crop,82.5,2
tracked_Traj_G_AMP_003.nd2_crop,87.5,2
tracked_Traj_G_AMP_003.nd2_crop,92.5,0
tracked_Traj_G_AMP_003.nd2_crop,97.5,1
