Location,N,Mean,Median,Std,SEM,Min,Max,Q25,Q75
Inside_ROIs,2023,0.09365719596586264,0.059773190955909834,0.10008568421509478,0.0022252254641250725,-0.026150124941328567,0.6435030502967286,0.01559070094850035,0.1402450443644354
Outside_ROIs,2373,0.07780712618549641,0.03877109527197554,0.09659046997433346,0.0019828296757182177,-0.02435648790170325,0.7888690325115358,0.01059064499834306,0.11299935590656246
