cell_label,area_px,perimeter_px,circularity,centroid_x,centroid_y,n_trajectories,n_points
1,820.0,111.11269837220809,0.8346344899440019,20.4390243902439,12.0,2,4
2,2570.0,204.99494936611669,0.7685226385521721,59.92684824902724,30.99805447470817,0,0
3,937.0,126.08326112068522,0.7406867716939829,88.98826040554962,13.850586979722518,0,0
4,2233.0,182.1543289325507,0.8457063538914575,129.02552619794,21.228840125391848,0,0
5,2999.0,220.44469683442247,0.7755093147721941,178.7622540846949,36.86595531843948,2,5
6,1328.0,157.57463914933368,0.6721021683785506,212.61972891566265,15.169427710843374,5,12
7,1420.0,157.19595949289334,0.7221301047619694,275.4154929577465,17.248591549295774,6,16
8,1853.0,186.8528137423857,0.6669388235813208,333.04047490555854,22.36913113869401,19,49
9,1531.0,154.87005768508882,0.8021399276321163,372.1162638798171,17.9745264532985,10,26
10,962.0,141.01219330881975,0.6079552325638103,412.12474012474013,10.572765072765073,1,2
11,1786.0,165.9827560572969,0.8146393335830642,461.87178051511756,17.606382978723403,1,2
12,1403.0,155.29646455628165,0.7310454820551375,510.22736992159656,18.213827512473273,7,16
13,1059.0,137.74011537017762,0.7014309734043109,545.4598677998111,11.818696883852692,2,4
14,2721.0,209.89444430272835,0.7761336606001968,588.0610069827269,24.881293642043367,6,13
15,795.0,137.84062043356593,0.5258023880116777,649.5610062893081,7.003773584905661,11,36
16,1707.0,173.88225099390854,0.7094681077856816,709.9015817223199,17.618043350908025,2,4
17,2387.0,194.33809511662426,0.7942302059721527,749.7264348554671,34.46459991621282,3,7
18,567.0,99.01219330881976,0.7268010746365063,775.5908289241622,8.195767195767196,1,19
19,2097.0,180.02438661763952,0.8131030961235364,815.2503576537912,20.960419647114925,2,6
20,1844.0,182.22539674441617,0.697835360053319,864.2190889370933,25.079718004338396,4,16
21,2758.0,208.5269119345812,0.797039605222596,902.9216823785351,31.967730239303844,8,17
22,2031.0,199.35533905932738,0.6421907487007118,939.2722796651896,29.89561792220581,5,10
23,3316.0,241.82337649086284,0.7125704762277937,975.3597708082026,36.641133896260556,0,0
24,2596.0,226.79393923933998,0.6342371300336904,247.5404468412943,41.11363636363637,15,56
25,1988.0,180.16652224137044,0.7696230269579696,667.4839034205231,34.13782696177062,8,23
26,2519.0,213.2020561473032,0.6963943741437607,303.94204049225885,47.35926955140929,18,47
27,2158.0,199.4802307403552,0.681493284436661,620.4272474513439,44.84847080630213,10,30
28,1186.0,137.78174593052023,0.7850750682824802,418.6787521079258,35.29426644182125,5,24
29,2200.0,207.7228714274745,0.6407135520983196,785.9331818181818,58.31318181818182,12,25
30,2084.0,184.40916292848976,0.7700919536525062,494.4726487523992,51.940019193857964,2,5
31,1842.0,172.36753236814715,0.7790916707675943,20.521172638436482,52.8642779587405,0,0
32,1990.0,177.86500705120545,0.7904636667547846,847.5442211055276,59.107035175879396,5,18
33,777.0,105.98275605729691,0.8692815552897429,545.034749034749,42.93693693693694,16,79
34,2470.0,204.02438661763952,0.7456631060165761,371.66923076923075,58.850202429149796,17,38
35,3182.0,240.37972567696687,0.6920131845213151,121.01791326209931,64.47014456316782,9,22
36,2250.0,185.1959594928933,0.8243836458563618,443.82444444444445,61.11333333333334,30,155
37,2733.0,208.40916292848974,0.7907075346188303,694.9286498353458,69.61507500914746,28,77
38,779.0,118.22539674441619,0.7003671398784855,999.591784338896,61.994865211810016,1,2
39,2817.0,231.86500705120542,0.6584552895843493,227.48633297834576,78.87184948526802,15,36
40,1863.0,173.06601717798213,0.7816262215897334,532.1379495437467,77.16264090177134,8,19
41,1402.0,146.71067811865476,0.8185296745283764,569.6012838801712,71.72325249643367,10,23
42,2617.0,224.30865786510142,0.653614251509804,57.338173481085214,87.31868551776844,1,2
43,2336.0,208.1959594928933,0.6772329949117823,729.6048801369863,93.78296232876713,9,34
44,2472.0,213.52186130069782,0.6813552980467501,820.2710355987055,90.94781553398059,7,18
45,1262.0,167.8528137423857,0.5628750095643189,408.89936608557844,88.27654516640254,7,21
46,2645.0,221.23759005323592,0.6790749374647529,653.8007561436673,94.81814744801513,24,64
47,2300.0,203.47413408594534,0.6981026428312566,894.8191304347827,89.85913043478261,6,17
48,2098.0,189.06601717798213,0.7375447853677034,174.44804575786463,92.24547187797903,5,11
49,2411.0,235.85281374238568,0.5446593342077768,623.0190792202405,107.94110327664869,26,105
50,1928.0,169.39696961967002,0.8443171674433548,934.3978215767635,92.90352697095436,8,33
51,2252.0,200.8528137423857,0.7014914950012154,762.3716696269983,105.84413854351688,15,41
52,1275.0,152.36753236814712,0.6901367917390812,306.6305882352941,82.50117647058823,17,105
53,3683.0,286.5512985522207,0.5636465085235938,17.978550095031224,125.28427912028238,0,0
54,3383.0,226.16652224137047,0.8311037117989954,991.286432160804,102.70588235294117,3,6
55,2752.0,242.95331880577405,0.5858853269283094,595.3637354651163,126.2467296511628,21,137
56,4273.0,270.492424049175,0.7338926615354678,95.24572899602153,124.87690147437398,24,94
57,2358.0,201.88225099390857,0.7270384639552454,360.18659881255303,102.22731128074639,21,78
58,6348.0,335.9655121145938,0.7067362797593779,496.0669502205419,118.40768746061752,32,105
59,990.0,124.75230867899737,0.7993700558301124,281.01616161616164,101.48989898989899,2,4
60,1918.0,198.80508652763322,0.6098225549312615,437.7752867570386,115.24504692387904,6,16
61,1943.0,186.44469683442247,0.702396913820271,318.5573854863613,117.65208440555841,19,55
62,2121.0,186.8467170879758,0.7634482241239595,860.5921735030646,114.26826968411127,6,22
63,2786.0,228.96551211459376,0.6678067932940126,398.0247666905958,134.8445800430725,7,17
64,2476.0,199.23759005323598,0.783822894443767,142.42770597738289,124.28150242326333,21,71
65,2026.0,179.02438661763952,0.7943738080564712,251.01530108588352,118.94916090819349,7,22
66,2359.0,202.08326112068525,0.7259005433967098,562.3688003391268,132.35311572700297,23,65
67,2430.0,194.45079348883235,0.8076007214247523,796.6995884773662,134.2687242798354,8,28
68,1624.0,156.50966799187808,0.833131487556268,202.1841133004926,125.29187192118226,18,53
69,3239.0,238.72287142747453,0.7142212257757072,688.2312442111763,140.89719049089226,25,63
70,2724.0,225.58073580374355,0.6726868677562765,970.9618208516887,145.7514684287812,14,29
71,2463.0,203.63961030678928,0.7463624150412616,919.080389768575,141.75964271213968,3,6
72,1189.0,147.61017305526642,0.6857394580220132,287.2539949537426,148.68460891505467,14,57
73,1843.0,189.37972567696687,0.6457556772013953,164.89582202930006,161.47042864894195,3,6
74,2386.0,194.45079348883237,0.7929774984853739,342.524308466052,154.01676445934618,37,124
75,2562.0,206.79393923933998,0.7528585328020886,724.6186572989851,161.47033567525372,24,64
76,782.0,125.84062043356595,0.6205473358431715,1013.3248081841432,154.2851662404092,4,13
77,3254.0,276.492424049175,0.5348856423748803,40.16256914566687,185.04148740012292,14,28
78,1951.0,201.58073580374358,0.6033496722906774,220.257303946694,169.5258841619682,11,34
79,2580.0,223.4386001800126,0.649401318725443,254.03488372093022,169.88720930232557,13,30
80,2673.0,214.36753236814712,0.7309552762897943,855.4968200523756,158.119341563786,16,59
81,3832.0,252.39191898578665,0.7559350336233275,643.5480167014614,179.9089248434238,45,179
82,2492.0,208.10764773832474,0.7230724609866054,754.8671749598716,182.25401284109148,31,124
83,3207.0,232.26702730475878,0.7470225309012036,78.03055815403805,188.86280012472716,28,71
84,2692.0,218.79393923933998,0.7066662408264817,443.84472511144133,181.10029717682022,12,25
85,2456.0,212.79393923933998,0.6815845194147567,489.7035830618893,171.93078175895766,14,72
86,2292.0,201.30256121069152,0.7107647421185693,811.2102966841187,183.8542757417103,21,56
87,2381.0,223.2731239591687,0.6002005120414499,197.20915581688365,194.31289374212517,16,44
88,2683.0,221.1015510839149,0.6896789297471178,312.6723816623183,190.47297800969065,37,128
89,5002.0,349.00714267493635,0.5160418470711945,117.47720911635346,230.92463014794083,45,178
90,2599.0,211.40916292848974,0.730749505679037,379.54020777222007,184.8056944978838,25,74
91,2296.0,195.99494936611666,0.7510900134275382,530.0601045296168,189.4455574912892,23,62
92,3189.0,226.0243866176395,0.7844292594202029,920.722483537159,187.56381310755722,20,47
93,2588.0,251.8233764908628,0.512840187811825,774.2681607418856,219.77357032457496,25,63
94,2360.0,239.05992052357226,0.5189294585845229,599.2224576271186,204.339406779661,42,106
95,2207.0,193.74011537017762,0.7388786013506031,566.6198459447213,201.68192115994563,22,55
96,2133.0,187.50966799187808,0.7623482185394336,867.5274261603375,199.00515705578997,10,23
97,3921.0,249.1959594928933,0.7934594075933962,987.0854373884213,205.40117317010967,3,5
98,2425.0,202.64570696119915,0.7420732757131923,156.19298969072165,213.49567010309278,22,65
99,1285.0,146.8528137423857,0.7487700200578081,273.1105058365759,208.57665369649806,5,14
100,2286.0,201.6396103067893,0.7065361560581409,695.994750656168,220.4650043744532,17,39
101,2535.0,213.78174593052023,0.6970221647375721,409.71321499013806,231.01341222879685,21,57
102,3515.0,263.9655121145938,0.6339292865647934,24.562162162162164,252.64608819345662,14,33
103,2133.0,199.6223663640862,0.6726394276579453,666.5621190811064,237.81340834505392,14,34
104,2321.0,206.16652224137044,0.6861968411040598,729.3700990952176,238.28048255062473,27,74
105,2551.0,211.10764773832474,0.7193038574382358,815.4900039200313,236.64798118384948,10,48
106,1290.0,149.29036790187178,0.7273375306187542,440.03333333333336,226.16511627906976,20,46
107,1200.0,138.94112549695427,0.7811410927626681,474.06666666666666,222.70083333333332,10,43
108,2441.0,219.69343417595167,0.6355408758115743,622.8738222040148,250.39492011470708,25,56
109,3957.0,246.36753236814712,0.8192358842608903,363.16704574172354,244.64897649734647,34,119
110,2192.0,202.19595949289334,0.6737603788441656,507.41423357664235,241.6957116788321,1,2
111,2947.0,216.45079348883235,0.7904449613243444,943.7543264336614,243.75059382422802,19,100
112,2779.0,207.88225099390857,0.8080971762003919,897.2885930190716,244.7704210147535,32,82
113,1839.0,179.63961030678928,0.716122608142488,227.46873300706906,241.07395323545404,10,21
114,3415.0,245.29036790187178,0.713246391024821,310.33235724743776,249.9428989751098,26,61
115,2774.0,216.7523086789974,0.741974289968288,260.7635183850036,257.5533525594809,16,37
116,1300.0,153.88225099390854,0.6898841309719089,537.1330769230769,244.88384615384615,15,58
117,3190.0,236.35028842544403,0.7176096559792897,847.223197492163,261.17774294670846,16,35
118,1928.0,176.88225099390857,0.7743697525329043,192.67894190871368,250.69139004149378,29,93
119,2810.0,210.66904755831214,0.7956365404143411,74.00889679715303,259.58078291814945,36,107
120,1939.0,191.82337649086284,0.6621930383325351,566.4822073233626,256.18102114492007,28,78
121,2275.0,240.118795026618,0.4958370264473005,1011.1441758241758,279.17406593406594,13,33
122,3521.0,246.80613254815978,0.726380197061517,469.19795512638456,275.0445896052258,2,4
123,3179.0,268.8355697996826,0.5527476845838716,977.1201635734508,286.38722868826676,7,18
124,2430.0,196.40916292848976,0.7915760545012475,151.78395061728395,278.0267489711934,26,68
125,2666.0,213.27312395916866,0.7365423926638447,650.2441860465116,291.85858964741186,15,37
126,2509.0,195.3797256769669,0.8259457719450688,782.8919888401754,284.7716221602232,10,22
127,1793.0,172.95331880577405,0.7532382285714552,739.9760178471835,288.4824316787507,15,38
128,2546.0,194.84671708797583,0.8427176259442332,698.3904163393559,292.18617439120186,18,48
129,3457.0,229.27922061357856,0.8263800992674603,583.3419149551635,296.86144055539484,39,97
130,2846.0,229.23759005323595,0.6805704549869908,399.8836964160225,297.6127898805341,16,46
131,2472.0,212.0243866176395,0.69101376638971,440.55137540453075,309.3268608414239,12,30
132,3611.0,249.32085117392117,0.7299954457291697,881.7421766823595,302.592633619496,17,48
133,3159.0,227.40916292848976,0.7676152085861393,224.6866096866097,303.900601456157,14,41
134,680.0,114.49747468305833,0.6518189171762254,8.983823529411765,298.16764705882355,2,5
135,1858.0,185.92388155425118,0.6754375771815256,182.6334768568353,310.2438105489774,14,38
136,2251.0,208.99494936611666,0.6476103442840445,504.49888938249666,307.8316303864949,12,32
137,510.0,87.11269837220809,0.844533939031205,537.9254901960784,293.0352941176471,13,33
138,3808.0,249.48023074035524,0.7688374500221246,299.109506302521,309.51181722689074,74,221
139,2526.0,214.36753236814715,0.6907568379753161,79.24228028503563,314.03246239113224,24,65
140,4705.0,288.45079348883235,0.7106013297065986,347.9413390010627,335.30435706695005,46,157
141,2973.0,223.6639969244288,0.7468142739683593,822.5533131516986,323.3908509922637,24,77
142,5902.0,329.1198410471445,0.6847009650474509,921.8617417824466,350.54811928159944,54,184
143,4251.0,310.27312395916863,0.5548973518823168,39.899553046342035,352.9863561514938,30,76
144,1663.0,162.43250352560273,0.7920566365219177,122.58628983764281,321.51232711966327,9,25
145,2808.0,290.0071426749364,0.4195556545649696,775.0754985754986,346.52492877492875,12,29
146,2708.0,212.06601717798213,0.7566871591552502,968.9966765140325,335.2887740029542,5,11
147,2766.0,247.0365799264593,0.5695600342883035,528.8333333333334,349.1558206796818,34,99
148,2291.0,194.65180361560903,0.7598328907369873,158.19685726756876,346.2911392405063,18,47
