FileName,DiffusionCoefficient,CumulativeProbability
tracked_Traj_Early.nd2_crop,-0.005311604613834863,0.010309278350515464
tracked_Traj_Early.nd2_crop,-0.0051220924746498515,0.020618556701030927
tracked_Traj_Early.nd2_crop,-0.0004071539826129798,0.030927835051546393
tracked_Traj_Early.nd2_crop,0.00030854507247315115,0.041237113402061855
tracked_Traj_Early.nd2_crop,0.0007391926426224055,0.05154639175257732
tracked_Traj_Early.nd2_crop,0.0009948452571672645,0.061855670103092786
tracked_Traj_Early.nd2_crop,0.001375681430853359,0.07216494845360824
tracked_Traj_Early.nd2_crop,0.0019114916085121627,0.08247422680412371
tracked_Traj_Early.nd2_crop,0.0019670942475572798,0.09278350515463918
tracked_Traj_Early.nd2_crop,0.0030458126329282647,0.10309278350515463
tracked_Traj_Early.nd2_crop,0.0030915230300751304,0.1134020618556701
tracked_Traj_Early.nd2_crop,0.0031604257581124106,0.12371134020618557
tracked_Traj_Early.nd2_crop,0.0033389637736983132,0.13402061855670103
tracked_Traj_Early.nd2_crop,0.0036208398628707734,0.14432989690721648
tracked_Traj_Early.nd2_crop,0.0036379133229111414,0.15463917525773196
tracked_Traj_Early.nd2_crop,0.004170818195902343,0.16494845360824742
tracked_Traj_Early.nd2_crop,0.006494499505972242,0.17525773195876287
tracked_Traj_Early.nd2_crop,0.007444392750779709,0.18556701030927836
tracked_Traj_Early.nd2_crop,0.008110191369303217,0.1958762886597938
tracked_Traj_Early.nd2_crop,0.00850523485882564,0.20618556701030927
tracked_Traj_Early.nd2_crop,0.009405676962870382,0.21649484536082475
tracked_Traj_Early.nd2_crop,0.013446052554683374,0.2268041237113402
tracked_Traj_Early.nd2_crop,0.014257507882876361,0.23711340206185566
tracked_Traj_Early.nd2_crop,0.015712886745145566,0.24742268041237114
tracked_Traj_Early.nd2_crop,0.01658518293921139,0.25773195876288657
tracked_Traj_Early.nd2_crop,0.018873157990304566,0.26804123711340205
tracked_Traj_Early.nd2_crop,0.018929798879994204,0.27835051546391754
tracked_Traj_Early.nd2_crop,0.019442070301533176,0.28865979381443296
tracked_Traj_Early.nd2_crop,0.02086689788553572,0.29896907216494845
tracked_Traj_Early.nd2_crop,0.022277774483519638,0.30927835051546393
tracked_Traj_Early.nd2_crop,0.023545608410360866,0.31958762886597936
tracked_Traj_Early.nd2_crop,0.02433337385313255,0.32989690721649484
tracked_Traj_Early.nd2_crop,0.02478501629578001,0.3402061855670103
tracked_Traj_Early.nd2_crop,0.026482483033408923,0.35051546391752575
tracked_Traj_Early.nd2_crop,0.028615709148082275,0.36082474226804123
tracked_Traj_Early.nd2_crop,0.029570437851644576,0.3711340206185567
tracked_Traj_Early.nd2_crop,0.029936071214040315,0.38144329896907214
tracked_Traj_Early.nd2_crop,0.030302549732275162,0.3917525773195876
tracked_Traj_Early.nd2_crop,0.03057938795151221,0.4020618556701031
tracked_Traj_Early.nd2_crop,0.03396212296990615,0.41237113402061853
tracked_Traj_Early.nd2_crop,0.034933582092798544,0.422680412371134
tracked_Traj_Early.nd2_crop,0.03544996611826931,0.4329896907216495
tracked_Traj_Early.nd2_crop,0.03847764329020663,0.44329896907216493
tracked_Traj_Early.nd2_crop,0.04043593227510726,0.4536082474226804
tracked_Traj_Early.nd2_crop,0.04082163314422844,0.4639175257731959
tracked_Traj_Early.nd2_crop,0.043022581195420836,0.4742268041237113
tracked_Traj_Early.nd2_crop,0.04586431392011119,0.4845360824742268
tracked_Traj_Early.nd2_crop,0.04669821010232391,0.4948453608247423
tracked_Traj_Early.nd2_crop,0.047214771984343255,0.5051546391752577
tracked_Traj_Early.nd2_crop,0.047356850763027446,0.5154639175257731
tracked_Traj_Early.nd2_crop,0.04786220206915289,0.5257731958762887
tracked_Traj_Early.nd2_crop,0.05013036850070892,0.5360824742268041
tracked_Traj_Early.nd2_crop,0.052299170051593354,0.5463917525773195
tracked_Traj_Early.nd2_crop,0.05365312005159975,0.5567010309278351
tracked_Traj_Early.nd2_crop,0.054081191305352105,0.5670103092783505
tracked_Traj_Early.nd2_crop,0.05458404672245772,0.5773195876288659
tracked_Traj_Early.nd2_crop,0.05549357081556729,0.5876288659793815
tracked_Traj_Early.nd2_crop,0.056126582827150884,0.5979381443298969
tracked_Traj_Early.nd2_crop,0.05737094732887361,0.6082474226804123
tracked_Traj_Early.nd2_crop,0.05845924199841543,0.6185567010309279
