Trajectory,cell_label,n_frames,D,r_squared,filtered,D_err
5181,77,2,,,short,
5182,84,3,,,short,
5183,98,2,,,short,
5184,92,2,,,short,
5185,82,7,,,short,
5186,99,2,,,short,
5187,98,5,,,short,
5188,96,2,,,short,
5189,96,11,0.10894075769256914,0.9594573185009805,ok,0.011197067153707678
5190,88,2,,,short,
5191,97,4,,,short,
5192,106,2,,,short,
5193,100,5,,,short,
5194,93,18,0.025624141014697704,0.8678868253388927,ok,0.003332495623639546
5195,98,5,,,short,
5196,102,3,,,short,
5197,99,2,,,short,
5198,91,4,,,short,
5199,82,4,,,short,
5200,98,3,,,short,
5201,99,3,,,short,
5202,110,27,0.03030585535570293,0.982732568226167,ok,0.0013390644957486332
5203,101,4,,,short,
5204,114,6,,,short,
5205,115,4,,,short,
5206,114,2,,,short,
5207,110,5,,,short,
5208,120,5,,,short,
5209,116,18,0.01668080032747801,0.9975565707831717,ok,0.00027518626841989223
5210,120,5,,,short,
5211,120,2,,,short,
5212,110,6,,,short,
5213,120,3,,,short,
5214,127,4,,,short,
5215,147,4,,,short,
5216,147,4,,,short,
5217,2,2,,,short,
5218,14,3,,,short,
5219,14,2,,,short,
5220,19,4,,,short,
5221,16,2,,,short,
5222,23,2,,,short,
5223,16,2,,,short,
5224,16,2,,,short,
5225,18,2,,,short,
5226,25,3,,,short,
5227,23,3,,,short,
5228,21,2,,,short,
5229,27,2,,,short,
5230,35,4,,,short,
5231,33,8,,,short,
5232,35,2,,,short,
5233,31,2,,,short,
5234,33,3,,,short,
5235,30,2,,,short,
5236,30,2,,,short,
5237,30,2,,,short,
5238,40,2,,,short,
5239,42,2,,,short,
5240,42,5,,,short,
5241,43,4,,,short,
5242,45,2,,,short,
5243,43,2,,,short,
5244,47,2,,,short,
5245,45,4,,,short,
5246,45,2,,,short,
5247,43,2,,,short,
5248,47,2,,,short,
5249,52,2,,,short,
5250,52,2,,,short,
5251,49,6,,,short,
5252,52,2,,,short,
5253,52,2,,,short,
5254,47,2,,,short,
5255,52,2,,,short,
5256,45,2,,,short,
5257,52,3,,,short,
5258,53,4,,,short,
5259,55,2,,,short,
5260,53,2,,,short,
5261,52,4,,,short,
5262,53,7,,,short,
5263,59,2,,,short,
5264,57,2,,,short,
5265,58,2,,,short,
5266,57,4,,,short,
5267,57,4,,,short,
5268,57,7,,,short,
5269,63,2,,,short,
5270,62,2,,,short,
5271,65,5,,,short,
5272,53,2,,,short,
5273,60,3,,,short,
5274,64,2,,,short,
5275,62,3,,,short,
5276,62,2,,,short,
5277,62,4,,,short,
5278,63,2,,,short,
5279,73,4,,,short,
5280,61,2,,,short,
5281,70,7,,,short,
5282,73,2,,,short,
5283,68,4,,,short,
5284,74,2,,,short,
5285,68,5,,,short,
5286,69,2,,,short,
5287,70,5,,,short,
5288,70,5,,,short,
5289,71,8,,,short,
5290,69,4,,,short,
5291,67,4,,,short,
5292,68,6,,,short,
5293,76,2,,,short,
5294,78,2,,,short,
5295,74,5,,,short,
5296,87,3,,,short,
5297,71,3,,,short,
5298,68,2,,,short,
5299,78,2,,,short,
5300,80,4,,,short,
5301,83,7,,,short,
5302,89,3,,,short,
5303,83,3,,,short,
5304,74,4,,,short,
5305,68,10,0.06402638341012677,0.9678776014884823,ok,0.005832070853247587
5306,76,10,0.06437116943606824,0.9145404002957103,ok,0.009838760301334548
5307,82,3,,,short,
5308,76,16,0.028187445455673643,0.33880654632558926,ok,0.01488315733246888
5309,82,3,,,short,
5310,89,2,,,short,
5311,92,4,,,short,
5312,82,3,,,short,
5313,92,2,,,short,
5314,86,4,,,short,
5315,90,6,,,short,
5316,89,3,,,short,
5317,92,4,,,short,
5318,84,3,,,short,
5319,87,2,,,short,
5320,92,3,,,short,
5321,89,4,,,short,
5322,93,3,,,short,
5323,98,3,,,short,
5324,82,2,,,short,
5325,77,4,,,short,
5326,99,2,,,short,
5327,89,4,,,short,
5328,95,6,,,short,
5329,88,4,,,short,
5330,82,3,,,short,
5331,94,4,,,short,
5332,87,12,0.04579694302033956,0.9750847083329277,ok,0.0032738841490685708
5333,98,7,,,short,
5334,100,2,,,short,
5335,98,2,,,short,
5336,98,6,,,short,
5337,109,4,,,short,
5338,101,4,,,short,
5339,98,2,,,short,
5340,82,4,,,short,
5341,102,7,,,short,
5342,97,2,,,short,
5343,98,4,,,short,
5344,114,11,0.011243879896684433,0.9269653272650045,ok,0.0015780435909091045
5345,114,2,,,short,
5346,114,6,,,short,
5347,96,5,,,short,
5348,96,4,,,short,
5349,112,2,,,short,
5350,114,2,,,short,
5351,110,3,,,short,
5352,114,3,,,short,
5353,107,5,,,short,
5354,113,3,,,short,
5355,112,3,,,short,
5356,112,3,,,short,
5357,115,8,,,short,
5358,120,3,,,short,
5359,122,2,,,short,
5360,120,2,,,short,
5361,122,2,,,short,
5362,119,2,,,short,
5363,117,2,,,short,
5364,110,2,,,short,
5365,115,10,0.037765482660746294,0.7849344817816447,ok,0.009884022747092075
5366,124,3,,,short,
5367,110,2,,,short,
5368,132,3,,,short,
5369,125,3,,,short,
5370,130,2,,,short,
5371,136,2,,,short,
5372,135,3,,,short,
5373,126,5,,,short,
5374,139,2,,,short,
5375,133,2,,,short,
5377,134,8,,,short,
5378,135,2,,,short,
5379,134,2,,,short,
5380,155,23,0.01177665344834255,0.9871642003978336,ok,0.0004476281018996708
5381,151,3,,,short,
5382,153,2,,,short,
5383,4,2,,,short,
5384,16,2,,,short,
5385,18,2,,,short,
5386,25,2,,,short,
5387,23,4,,,short,
5388,35,2,,,short,
5389,29,2,,,short,
5390,43,22,0.0030249126298229007,0.9277744988355803,ok,0.00028132973924168303
5391,38,2,,,short,
5392,31,3,,,short,
5393,43,2,,,short,
5394,40,2,,,short,
5395,43,2,,,short,
5396,42,3,,,short,
5397,52,3,,,short,
5398,53,3,,,short,
5399,57,50,0.014962465366936115,0.993334138163337,ok,0.0004085663366001906
5400,56,2,,,short,
5401,53,3,,,short,
5402,55,2,,,short,
5403,59,2,,,short,
5404,60,7,,,short,
5405,59,2,,,short,
5406,60,3,,,short,
5407,58,3,,,short,
5408,59,3,,,short,
5409,60,2,,,short,
5410,60,2,,,short,
5411,55,2,,,short,
5412,62,3,,,short,
5413,53,3,,,short,
5414,62,3,,,short,
5415,60,2,,,short,
5416,58,2,,,short,
5417,56,10,0.024474457099534115,0.98719088570398,ok,0.0013939337071301027
5418,70,2,,,short,
5419,70,4,,,short,
5420,74,2,,,short,
5421,71,3,,,short,
5422,68,3,,,short,
5423,71,2,,,short,
5424,73,2,,,short,
5425,58,3,,,short,
5426,76,2,,,short,
5427,68,2,,,short,
5428,67,2,,,short,
5429,73,5,,,short,
5430,76,3,,,short,
5431,75,2,,,short,
5432,80,2,,,short,
5433,76,6,,,short,
5434,81,3,,,short,
5435,73,3,,,short,
5436,76,2,,,short,
5437,86,2,,,short,
5438,83,2,,,short,
5439,80,2,,,short,
5440,86,34,0.007779860778019264,0.9482726219827089,ok,0.0006056813419327138
5441,87,5,,,short,
5442,84,2,,,short,
5443,84,2,,,short,
5444,85,3,,,short,
5445,74,2,,,short,
5446,91,2,,,short,
5447,75,6,,,short,
5448,87,3,,,short,
5449,86,5,,,short,
5450,81,5,,,short,
5451,91,2,,,short,
5452,96,2,,,short,
5453,84,9,,,short,
5454,81,2,,,short,
5455,98,4,,,short,
5456,77,2,,,short,
5457,94,2,,,short,
5458,94,2,,,short,
5459,103,5,,,short,
5460,88,2,,,short,
5461,88,2,,,short,
5462,96,2,,,short,
5463,108,2,,,short,
5464,108,2,,,short,
5465,103,3,,,short,
5466,88,2,,,short,
5467,82,5,,,short,
5468,101,3,,,short,
5469,97,6,,,short,
5470,100,3,,,short,
5471,85,2,,,short,
5472,114,7,,,short,
5473,107,2,,,short,
5474,105,2,,,short,
5475,101,6,,,short,
5476,112,4,,,short,
5477,116,2,,,short,
5478,116,18,0.034841266894861965,0.9899247975411171,ok,0.0011716515547234702
5479,112,2,,,short,
5480,113,4,,,short,
5481,116,2,,,short,
5482,119,2,,,short,
5483,118,3,,,short,
5484,113,3,,,short,
5485,107,6,,,short,
5486,113,2,,,short,
5487,110,3,,,short,
5488,125,2,,,short,
5489,113,2,,,short,
5490,111,4,,,short,
5491,110,7,,,short,
5492,127,3,,,short,
5493,129,3,,,short,
5494,136,3,,,short,
5495,119,2,,,short,
5496,135,2,,,short,
5497,142,2,,,short,
5498,135,3,,,short,
5499,153,3,,,short,
5500,153,2,,,short,
5501,153,2,,,short,
5502,153,3,,,short,
5503,147,2,,,short,
5504,139,3,,,short,
5505,2,3,,,short,
5506,14,3,,,short,
5507,14,4,,,short,
5508,25,3,,,short,
5509,23,2,,,short,
5510,25,2,,,short,
5511,29,4,,,short,
5512,29,4,,,short,
5513,22,4,,,short,
5514,25,4,,,short,
5515,22,5,,,short,
5516,27,2,,,short,
5517,16,2,,,short,
5518,30,2,,,short,
5519,39,2,,,short,
5520,29,2,,,short,
5521,30,2,,,short,
5522,38,2,,,short,
5523,38,3,,,short,
5524,45,2,,,short,
5525,52,4,,,short,
5526,50,2,,,short,
5527,50,2,,,short,
5528,52,4,,,short,
5529,55,2,,,short,
5530,55,2,,,short,
5531,45,2,,,short,
5532,58,3,,,short,
5533,57,3,,,short,
5534,51,2,,,short,
5535,58,2,,,short,
5536,56,8,,,short,
5537,60,2,,,short,
5538,62,2,,,short,
5539,55,2,,,short,
5540,62,2,,,short,
5541,57,2,,,short,
5542,62,2,,,short,
5543,62,2,,,short,
5544,62,5,,,short,
5545,66,3,,,short,
5546,65,2,,,short,
5547,62,3,,,short,
5548,63,2,,,short,
5549,74,2,,,short,
5550,71,5,,,short,
5551,61,2,,,short,
5552,69,2,,,short,
5553,67,2,,,short,
5554,62,4,,,short,
5555,74,5,,,short,
5556,58,2,,,short,
5557,70,2,,,short,
5558,70,2,,,short,
5559,73,2,,,short,
5560,84,3,,,short,
5561,70,2,,,short,
5562,74,5,,,short,
5563,77,2,,,short,
5564,76,4,,,short,
5565,74,3,,,short,
5566,71,5,,,short,
5567,84,2,,,short,
5568,74,2,,,short,
5569,81,2,,,short,
5570,77,2,,,short,
5571,84,3,,,short,
5572,88,2,,,short,
5573,82,3,,,short,
5574,89,2,,,short,
5575,100,2,,,short,
5576,98,5,,,short,
5577,97,5,,,short,
5578,92,4,,,short,
5579,77,2,,,short,
5580,102,2,,,short,
5581,96,3,,,short,
5582,93,2,,,short,
5583,99,2,,,short,
5584,95,2,,,short,
5585,98,8,,,short,
5586,82,2,,,short,
5587,98,2,,,short,
5588,99,6,,,short,
5589,102,2,,,short,
5590,109,6,,,short,
5591,100,11,0.0023842091902435917,0.5975125857377868,ok,0.0009784012337633787
5592,109,2,,,short,
5593,112,2,,,short,
5594,102,2,,,short,
5595,96,2,,,short,
5596,95,2,,,short,
5597,114,5,,,short,
5598,95,2,,,short,
5599,105,2,,,short,
5600,82,3,,,short,
5601,101,2,,,short,
5602,111,9,,,short,
5603,101,2,,,short,
5604,114,4,,,short,
5605,120,2,,,short,
5606,112,2,,,short,
5607,114,2,,,short,
5609,121,2,,,short,
5610,122,5,,,short,
5611,127,3,,,short,
5612,125,2,,,short,
5613,129,10,0.07484621125265718,0.9735488783727801,ok,0.006168548841486184
5614,129,2,,,short,
5615,133,2,,,short,
5616,142,5,,,short,
5617,152,2,,,short,
5618,151,2,,,short,
5619,157,2,,,short,
5620,25,3,,,short,
5621,4,2,,,short,
5622,25,2,,,short,
5623,27,2,,,short,
5624,35,2,,,short,
5625,31,5,,,short,
5626,39,2,,,short,
5627,39,2,,,short,
5628,38,2,,,short,
5629,43,2,,,short,
5630,38,2,,,short,
5631,43,2,,,short,
5632,45,2,,,short,
5633,45,3,,,short,
5634,47,2,,,short,
5635,45,2,,,short,
5636,47,2,,,short,
5637,47,2,,,short,
5638,45,2,,,short,
5639,56,6,,,short,
5640,53,2,,,short,
5641,58,4,,,short,
5642,62,4,,,short,
5643,62,3,,,short,
5644,60,2,,,short,
5645,63,3,,,short,
5646,60,3,,,short,
5647,60,3,,,short,
5648,53,2,,,short,
5649,60,2,,,short,
5650,62,2,,,short,
5651,60,5,,,short,
5652,63,2,,,short,
5653,58,2,,,short,
5654,70,2,,,short,
5655,71,9,,,short,
5656,74,2,,,short,
5657,73,3,,,short,
5658,74,4,,,short,
5659,67,3,,,short,
5660,81,7,,,short,
5661,68,3,,,short,
5662,78,3,,,short,
5663,75,33,0.024553095417320283,0.989055251001867,ok,0.0008609494037831926
5664,83,2,,,short,
5665,82,2,,,short,
5666,87,2,,,short,
5667,92,2,,,short,
5668,86,6,,,short,
5670,77,2,,,short,
5671,89,17,0.00705044669336188,0.9696315478764471,ok,0.00044114320944567913
5672,90,3,,,short,
5673,104,4,,,short,
5674,98,3,,,short,
5675,108,2,,,short,
5676,82,2,,,short,
5677,104,2,,,short,
5678,103,3,,,short,
5679,97,2,,,short,
5680,91,5,,,short,
5681,115,3,,,short,
5682,115,2,,,short,
5683,112,3,,,short,
5684,111,3,,,short,
5685,118,2,,,short,
5686,101,2,,,short,
5687,120,2,,,short,
5688,120,8,,,short,
5689,123,2,,,short,
5690,127,2,,,short,
5691,120,3,,,short,
5692,127,3,,,short,
5693,122,3,,,short,
5694,127,3,,,short,
5695,136,2,,,short,
5696,127,22,0.012397638454609054,0.9801474565480398,ok,0.000588139108612677
5697,135,3,,,short,
5698,134,5,,,short,
5699,149,41,0.003489768119839893,0.9719767633745907,ok,0.00019751792715479445
5700,144,2,,,short,
5701,155,4,,,short,
5702,152,3,,,short,
5703,152,4,,,short,
5704,147,2,,,short,
5705,12,2,,,short,
5706,25,2,,,short,
5707,18,2,,,short,
5708,30,2,,,short,
5709,29,32,0.04911103140757277,0.9952816909140232,ok,0.0011271402650813115
5710,16,3,,,short,
5711,30,3,,,short,
5712,39,2,,,short,
5713,36,3,,,short,
5714,39,3,,,short,
5715,38,2,,,short,
5716,38,2,,,short,
5717,40,2,,,short,
5718,45,2,,,short,
5719,45,2,,,short,
5720,50,2,,,short,
5721,45,2,,,short,
5722,52,2,,,short,
5723,50,4,,,short,
5724,45,2,,,short,
5725,52,2,,,short,
5726,55,2,,,short,
5727,45,6,,,short,
5728,53,2,,,short,
5729,50,2,,,short,
5730,59,3,,,short,
5731,59,3,,,short,
5732,53,2,,,short,
5733,60,16,0.048818969603383125,0.8566376853422689,ok,0.0075484625515290435
5734,57,2,,,short,
5735,56,2,,,short,
5736,60,2,,,short,
5737,53,3,,,short,
5738,55,2,,,short,
5739,60,3,,,short,
5740,60,3,,,short,
5741,62,6,,,short,
5742,66,2,,,short,
5743,67,4,,,short,
5744,53,3,,,short,
5745,60,3,,,short,
5746,60,2,,,short,
5747,63,3,,,short,
5748,63,4,,,short,
5749,60,3,,,short,
5750,66,3,,,short,
5751,61,2,,,short,
5752,73,2,,,short,
5753,74,2,,,short,
5754,69,2,,,short,
5755,69,2,,,short,
5756,70,2,,,short,
5757,69,3,,,short,
5758,68,2,,,short,
5759,81,10,0.08563002183972486,0.7607470530713869,ok,0.02401068632895692
5760,73,12,0.10099385709002676,0.9757566110980331,ok,0.0071192767598818926
5761,74,2,,,short,
5762,83,9,,,short,
5763,81,2,,,short,
5764,84,3,,,short,
5765,81,3,,,short,
5766,68,3,,,short,
5767,83,2,,,short,
5768,74,3,,,short,
5769,76,2,,,short,
5770,86,6,,,short,
5771,88,4,,,short,
5772,87,5,,,short,
5773,92,3,,,short,
5774,82,2,,,short,
5775,89,2,,,short,
5776,72,5,,,short,
5777,89,2,,,short,
5778,89,3,,,short,
5779,84,2,,,short,
5780,94,2,,,short,
5781,94,3,,,short,
5782,87,3,,,short,
5783,77,2,,,short,
5784,93,6,,,short,
5785,93,3,,,short,
5786,99,3,,,short,
5787,99,2,,,short,
5788,93,3,,,short,
5789,82,2,,,short,
5790,103,4,,,short,
5791,88,2,,,short,
5792,108,2,,,short,
5793,88,3,,,short,
5794,104,3,,,short,
5795,107,3,,,short,
5796,101,2,,,short,
5797,97,2,,,short,
5798,98,6,,,short,
5799,82,7,,,short,
5800,110,3,,,short,
5801,107,3,,,short,
5802,102,6,,,short,
5803,82,6,,,short,
5804,97,2,,,short,
5805,104,2,,,short,
5806,109,2,,,short,
5807,107,2,,,short,
5808,112,3,,,short,
5809,102,2,,,short,
5810,96,2,,,short,
5811,82,8,,,short,
5812,116,3,,,short,
5813,112,3,,,short,
5814,113,2,,,short,
5815,112,5,,,short,
5816,101,2,,,short,
5817,114,2,,,short,
5818,106,36,0.01598247040981754,0.9906620543294804,ok,0.0005172321878110418
5819,119,4,,,short,
5820,116,3,,,short,
5821,123,2,,,short,
5822,125,3,,,short,
5823,115,4,,,short,
5824,119,3,,,short,
5825,122,3,,,short,
5826,125,3,,,short,
5827,124,2,,,short,
5828,116,2,,,short,
5829,127,2,,,short,
5830,127,3,,,short,
5831,124,2,,,short,
5832,122,2,,,short,
5833,125,2,,,short,
5834,133,3,,,short,
5835,136,3,,,short,
5836,127,2,,,short,
5837,133,3,,,short,
5838,128,3,,,short,
5839,138,5,,,short,
5840,132,2,,,short,
5841,134,2,,,short,
5842,153,2,,,short,
5843,153,5,,,short,
5844,153,4,,,short,
5845,143,2,,,short,
5846,4,2,,,short,
5847,3,4,,,short,
5848,14,2,,,short,
5849,25,7,,,short,
5850,23,2,,,short,
5851,27,2,,,short,
5852,35,24,0.021494731778595445,0.944252462763989,ok,0.0017409232165800455
5853,16,2,,,short,
5854,16,2,,,short,
5855,27,5,,,short,
5856,22,2,,,short,
5857,33,2,,,short,
5858,41,3,,,short,
5859,38,2,,,short,
5860,39,2,,,short,
5861,39,2,,,short,
5862,42,3,,,short,
5863,40,2,,,short,
5864,38,2,,,short,
5865,45,2,,,short,
5866,45,2,,,short,
5867,45,2,,,short,
5868,48,4,,,short,
5869,47,3,,,short,
5870,42,2,,,short,
5871,42,3,,,short,
5872,42,2,,,short,
5873,47,2,,,short,
5874,50,2,,,short,
5875,45,2,,,short,
5876,52,2,,,short,
5877,52,2,,,short,
5878,47,3,,,short,
5879,45,3,,,short,
5880,53,2,,,short,
5881,55,5,,,short,
5882,58,2,,,short,
5883,59,2,,,short,
5884,56,2,,,short,
5885,60,2,,,short,
5886,65,2,,,short,
5887,62,2,,,short,
5888,70,3,,,short,
5889,58,5,,,short,
5890,64,6,,,short,
5891,61,2,,,short,
5892,74,2,,,short,
5893,68,4,,,short,
5894,70,2,,,short,
5895,73,5,,,short,
5896,74,3,,,short,
5897,71,4,,,short,
5898,76,2,,,short,
5899,70,2,,,short,
5900,70,12,0.08090661203976421,0.923199039036697,ok,0.010436014354847614
5901,68,3,,,short,
5902,84,2,,,short,
5903,71,2,,,short,
5904,72,8,,,short,
5905,73,4,,,short,
5906,68,2,,,short,
5907,82,2,,,short,
5908,80,2,,,short,
5909,71,2,,,short,
5910,82,2,,,short,
5911,85,5,,,short,
5912,68,2,,,short,
5913,86,3,,,short,
5914,92,4,,,short,
5915,82,2,,,short,
5916,90,2,,,short,
5917,85,2,,,short,
5918,89,2,,,short,
5919,94,2,,,short,
5920,94,5,,,short,
5921,89,6,,,short,
5922,88,2,,,short,
5923,98,3,,,short,
5924,82,2,,,short,
5925,106,2,,,short,
5926,96,2,,,short,
5927,77,5,,,short,
5928,98,2,,,short,
5929,98,2,,,short,
5930,108,2,,,short,
5931,104,2,,,short,
5932,101,2,,,short,
5933,98,2,,,short,
5934,101,5,,,short,
5935,96,3,,,short,
5936,114,2,,,short,
5937,95,2,,,short,
5938,107,3,,,short,
5939,115,2,,,short,
5940,110,4,,,short,
5941,117,2,,,short,
5942,112,3,,,short,
5943,96,2,,,short,
5944,110,2,,,short,
5945,107,3,,,short,
5946,115,2,,,short,
5947,113,3,,,short,
5948,109,4,,,short,
5949,127,2,,,short,
5950,110,18,0.004075507763157184,0.8756521426971515,ok,0.0005119338119270257
5951,127,2,,,short,
5952,122,2,,,short,
5953,127,18,0.043901938669868114,0.9797866371142817,ok,0.0021019189476115707
5954,120,2,,,short,
5955,117,2,,,short,
5956,124,2,,,short,
5957,127,2,,,short,
5958,127,2,,,short,
5959,123,2,,,short,
5960,136,3,,,short,
5961,129,3,,,short,
5962,129,2,,,short,
5963,124,2,,,short,
5964,136,2,,,short,
5965,118,2,,,short,
5966,127,3,,,short,
5967,135,2,,,short,
5968,133,2,,,short,
5969,134,2,,,short,
5970,130,2,,,short,
5971,139,3,,,short,
5972,133,2,,,short,
5973,133,2,,,short,
5974,151,15,0.011618594539563305,0.9746345035011035,ok,0.0007084437214386847
5975,153,3,,,short,
5976,153,3,,,short,
5977,147,6,,,short,
5978,147,2,,,short,
5979,147,4,,,short,
5980,157,2,,,short,
5981,6,2,,,short,
5982,4,2,,,short,
5983,25,2,,,short,
5984,16,11,0.002074223436808194,0.3761725782634545,ok,0.0013355624491753462
5985,16,2,,,short,
5986,29,2,,,short,
5987,23,2,,,short,
5988,22,19,0.02596213608471882,0.9592792695700677,ok,0.0017830125902545063
5989,30,2,,,short,
5990,30,2,,,short,
5991,39,2,,,short,
5992,39,2,,,short,
5993,43,2,,,short,
5994,45,5,,,short,
5995,45,2,,,short,
5996,45,2,,,short,
5997,45,3,,,short,
5998,40,4,,,short,
5999,45,4,,,short,
6000,42,4,,,short,
6001,50,2,,,short,
6002,52,3,,,short,
6003,52,2,,,short,
6004,53,9,,,short,
6005,53,3,,,short,
6006,53,2,,,short,
6007,50,3,,,short,
6008,58,4,,,short,
6009,53,2,,,short,
6010,58,2,,,short,
6011,60,2,,,short,
6012,57,4,,,short,
6013,58,3,,,short,
6014,57,2,,,short,
6015,53,2,,,short,
6016,58,2,,,short,
6017,55,2,,,short,
6018,62,2,,,short,
6019,62,2,,,short,
6020,60,6,,,short,
6021,70,4,,,short,
6022,74,4,,,short,
6023,62,6,,,short,
6024,78,2,,,short,
6025,61,2,,,short,
6026,68,2,,,short,
6027,66,2,,,short,
6028,74,2,,,short,
6029,67,3,,,short,
6030,81,5,,,short,
6031,81,8,,,short,
6032,83,2,,,short,
6033,74,3,,,short,
6034,81,5,,,short,
6035,68,2,,,short,
6036,73,3,,,short,
6037,73,3,,,short,
6038,81,3,,,short,
6039,68,5,,,short,
6040,92,3,,,short,
6041,92,9,,,short,
6042,81,4,,,short,
6043,87,2,,,short,
6044,88,2,,,short,
6045,99,2,,,short,
6046,90,3,,,short,
6047,101,2,,,short,
6048,88,2,,,short,
6049,96,4,,,short,
6050,102,3,,,short,
6051,110,2,,,short,
6052,109,2,,,short,
6053,102,4,,,short,
6054,96,5,,,short,
6055,82,5,,,short,
6056,100,2,,,short,
6057,112,3,,,short,
6058,97,6,,,short,
6059,112,6,,,short,
6060,115,3,,,short,
6061,114,7,,,short,
6062,111,3,,,short,
6063,96,3,,,short,
6064,114,3,,,short,
6065,116,4,,,short,
6066,109,3,,,short,
6067,120,6,,,short,
6068,112,3,,,short,
6069,114,2,,,short,
6070,102,2,,,short,
6071,120,2,,,short,
6072,127,2,,,short,
6073,118,3,,,short,
6074,120,2,,,short,
6075,123,3,,,short,
6076,118,3,,,short,
6077,118,2,,,short,
6078,119,2,,,short,
6079,121,3,,,short,
6080,120,2,,,short,
6081,127,4,,,short,
6082,137,2,,,short,
6083,147,5,,,short,
6084,135,4,,,short,
6085,156,3,,,short,
6087,153,4,,,short,
6088,153,2,,,short,
6089,147,6,,,short,
6090,157,5,,,short,
6091,29,2,,,short,
6092,18,3,,,short,
6093,21,4,,,short,
6094,26,2,,,short,
6095,23,6,,,short,
6096,39,2,,,short,
6097,30,7,,,short,
6098,35,2,,,short,
6099,30,2,,,short,
6100,39,2,,,short,
6101,38,2,,,short,
6102,39,2,,,short,
6103,42,3,,,short,
6104,42,20,0.041707586533896016,0.9348659639734521,ok,0.0036696370756253214
6105,43,2,,,short,
6106,38,2,,,short,
6107,40,2,,,short,
6108,40,2,,,short,
6109,42,2,,,short,
6110,43,2,,,short,
6111,45,3,,,short,
6112,45,2,,,short,
6113,45,2,,,short,
6114,52,4,,,short,
6115,49,2,,,short,
6116,52,5,,,short,
6117,45,2,,,short,
6118,50,2,,,short,
6119,45,2,,,short,
6120,52,3,,,short,
6121,49,4,,,short,
6122,47,6,,,short,
6123,52,3,,,short,
6124,50,2,,,short,
6125,53,2,,,short,
6126,53,3,,,short,
6127,53,3,,,short,
6128,53,2,,,short,
6129,52,2,,,short,
6130,59,3,,,short,
6131,55,2,,,short,
6132,57,2,,,short,
6133,52,2,,,short,
6134,55,6,,,short,
6135,53,2,,,short,
6136,60,3,,,short,
6137,60,2,,,short,
6138,62,19,0.004423750532861192,0.06408819535672883,ok,0.005635050550173632
6139,58,2,,,short,
6140,52,3,,,short,
6141,62,7,,,short,
6142,55,3,,,short,
6143,60,2,,,short,
6144,62,5,,,short,
6145,62,8,,,short,
6146,63,3,,,short,
6147,63,3,,,short,
6148,65,4,,,short,
6149,58,3,,,short,
6150,67,2,,,short,
6151,60,2,,,short,
6152,67,3,,,short,
6153,67,3,,,short,
6154,66,6,,,short,
6155,58,2,,,short,
6156,70,2,,,short,
6157,67,3,,,short,
6158,58,4,,,short,
6159,68,10,0.20872999503494782,0.9453510988761763,ok,0.025092794034839657
6160,70,5,,,short,
6161,71,2,,,short,
6162,73,9,,,short,
6163,80,3,,,short,
6164,69,4,,,short,
6165,68,4,,,short,
6166,78,2,,,short,
6167,80,2,,,short,
6168,80,2,,,short,
6169,70,4,,,short,
6170,73,2,,,short,
6171,71,2,,,short,
6172,78,10,0.18457952058271157,0.9316518518604904,ok,0.02499712495651413
6173,78,2,,,short,
6174,68,2,,,short,
6175,84,3,,,short,
6176,76,2,,,short,
6177,78,3,,,short,
6178,80,2,,,short,
6179,86,5,,,short,
6180,89,3,,,short,
6181,80,3,,,short,
6182,88,5,,,short,
6183,88,13,0.01098637940322807,0.45206042216846354,ok,0.004937954200001364
6184,89,2,,,short,
6185,81,3,,,short,
6186,82,10,0.09397049195165379,0.3965991990693224,ok,0.05795468236427167
6187,77,2,,,short,
6188,87,3,,,short,
6189,82,2,,,short,
6190,92,2,,,short,
6191,92,3,,,short,
6192,98,10,0.024577783855157673,0.2695992337455244,ok,0.020227118740455123
6193,96,2,,,short,
6194,81,6,,,short,
6195,95,18,0.020820070529579324,0.9666936477298027,ok,0.001288190376585833
6196,88,2,,,short,
6197,96,6,,,short,
6198,94,2,,,short,
6199,99,5,,,short,
6200,102,2,,,short,
6201,96,2,,,short,
6202,98,3,,,short,
6203,101,2,,,short,
6204,95,4,,,short,
6205,103,2,,,short,
6206,98,3,,,short,
6207,95,8,,,short,
6208,102,3,,,short,
6209,98,20,0.07282629096356522,0.9595087415712178,ok,0.004986813343806878
6210,105,2,,,short,
6211,104,2,,,short,
6212,104,2,,,short,
6213,114,4,,,short,
6214,114,4,,,short,
6215,114,3,,,short,
6216,109,2,,,short,
6217,107,2,,,short,
6218,117,2,,,short,
6219,96,20,0.005660255985405845,0.9117774717074949,ok,0.0005868946306766723
6220,115,2,,,short,
6221,107,3,,,short,
6222,101,4,,,short,
6223,113,6,,,short,
6224,116,3,,,short,
6225,123,4,,,short,
6226,125,2,,,short,
6227,117,2,,,short,
6228,122,2,,,short,
6229,122,2,,,short,
6230,127,3,,,short,
6231,127,21,0.002455746798402507,0.973319862106518,ok,0.00013552785742080564
6232,128,2,,,short,
6233,127,4,,,short,
6234,132,6,,,short,
6235,129,2,,,short,
6236,127,2,,,short,
6237,144,2,,,short,
6238,144,2,,,short,
6239,142,3,,,short,
6240,135,5,,,short,
6241,142,6,,,short,
6242,156,2,,,short,
6243,149,2,,,short,
6244,147,3,,,short,
6245,2,3,,,short,
6246,14,2,,,short,
6247,4,7,,,short,
6248,25,15,0.01998996765113876,0.9418117327967395,ok,0.0018780135441057147
6249,25,2,,,short,
6250,16,6,,,short,
