TimeLag_s,MeanCosAngle,SEM
0.1,0.9737765558372048,0.000827805869835177
0.2,0.9554781580821444,0.001097116058988829
0.30000000000000004,0.9390341716367927,0.001307108095330262
0.4,0.9237645639575333,0.0014878361164849996
0.5,0.9101554119734443,0.0016318006168554709
0.6000000000000001,0.8962338544010623,0.0017743215126366431
0.7000000000000001,0.8839277025406959,0.0018884225393881113
0.8,0.8722231458345289,0.0019866837118566526
0.9,0.8612638381040862,0.0020747366508367298
1.0,0.8516482698649925,0.0021392013481548538
1.1,0.841838434050265,0.0022172811694969514
1.2000000000000002,0.8320931633887035,0.0022946718232787944
1.3,0.8225081463608249,0.0023709213388080244
1.4000000000000001,0.8132110610398666,0.0024418567737377003
1.5,0.8036758160052675,0.002516653511245893
1.6,0.7950482463273758,0.0025807735669518684
1.7000000000000002,0.7866377665752101,0.0026339712063344674
1.8,0.7782887560264219,0.002687914336733504
1.9000000000000001,0.7701635262879529,0.002740523431057765
2.0,0.7628588734336094,0.0027839351548251726
2.1,0.755584939079954,0.0028287364915054085
2.2,0.7488568607665843,0.0028651672001998125
2.3000000000000003,0.7424245411768196,0.0028963806059895034
2.4000000000000004,0.73649871259253,0.002929803047188317
2.5,0.7306736345428224,0.0029636667501129555
2.6,0.724580510065747,0.0030013771411829164
2.7,0.7187340933271118,0.003032244415987108
2.8000000000000003,0.7135170490480054,0.0030611063128694713
2.9000000000000004,0.7081176408596723,0.0030888329125797636
3.0,0.7023623707055151,0.003119402675916538
3.1,0.6965959676816819,0.0031506555807307274
3.2,0.6911166476410474,0.0031829948860381185
3.3000000000000003,0.6853690438075768,0.003218506910004311
3.4000000000000004,0.6796098362079764,0.0032513154659006933
3.5,0.6738369438847759,0.0032856744881729514
3.6,0.6682485113371439,0.0033162881431465746
3.7,0.6628406595386439,0.0033497931936960572
3.8000000000000003,0.6568115601658652,0.003383656407388928
3.9000000000000004,0.6514307184412308,0.0034124872758769247
4.0,0.6457493098546501,0.003447148842749454
4.1000000000000005,0.6399926768812707,0.003482279285150963
4.2,0.6347203720573089,0.0035147900884477078
4.3,0.6293883520893735,0.0035439204906884754
4.4,0.6239513948882417,0.0035742973208100323
4.5,0.618587914431576,0.0036013035672012557
4.6000000000000005,0.6134981287591323,0.003625212240357236
4.7,0.6085478995723183,0.0036493752555896448
4.800000000000001,0.6040258660748026,0.0036741014427674593
4.9,0.5995942654324131,0.003692883878224161
5.0,0.5957005438684322,0.0037104417940152013
