TimeLag_s,MeanCosAngle,SEM
0.1,0.0003549817916461773,0.004483875054775883
0.2,-0.0024273554240076245,0.004493992648207283
0.30000000000000004,-0.00020312822398149474,0.004492237953039984
0.4,0.0002837985727997826,0.004482543135748521
0.5,0.007705258353837641,0.004504610407717933
0.6000000000000001,0.00019228704463798417,0.004512647347963191
0.7000000000000001,-0.0012455983616880973,0.0045015060711014205
0.8,-0.002039321842375486,0.0045156125157687545
0.9,0.004469064935251997,0.004508791463380812
1.0,0.0040741710867569425,0.004518411195800503
1.1,0.00047059247138983064,0.004516617520965855
1.2000000000000002,-0.004014168724382149,0.004535716097636083
1.3,-0.004917571914340563,0.004539145781020378
1.4000000000000001,0.006885028104946851,0.004545841363179271
1.5,0.004569232179588779,0.004531294968993669
1.6,-0.004354425988052309,0.004534209253277934
1.7000000000000002,-0.003661174167972885,0.004543046285436678
1.8,0.003385184695838964,0.0045643797928220705
1.9000000000000001,-0.0052366851614198935,0.004563602536546412
2.0,0.0017498794930037233,0.004576480538498485
2.1,-0.0069482471623027176,0.004566886646381461
2.2,0.004620337025961741,0.004575597700070348
2.3000000000000003,0.002189437754924575,0.004564998167879828
2.4000000000000004,0.007287779635357734,0.00458837062842175
2.5,0.0007062302960184986,0.004585176281337947
2.6,-0.0015368972320157564,0.004610897344864334
2.7,0.005443611158387032,0.00461038741005486
2.8000000000000003,-0.003844952909609436,0.0046077348049408445
2.9000000000000004,0.0002448626305308686,0.004607131417460699
3.0,0.0007820075339304706,0.004606177327719618
3.1,0.0019518300395635268,0.004624220257979337
3.2,0.00308474458478625,0.004626854601587415
3.3000000000000003,-0.006900587025029525,0.0046286335277539005
3.4000000000000004,-0.003692175881895319,0.004622662081879796
3.5,-0.0033410038084498595,0.0046509696249175956
3.6,-0.004667677897235459,0.004650243343546089
3.7,0.004593231237000124,0.004656011725573317
3.8000000000000003,-0.009677018655263261,0.004662332850562891
3.9000000000000004,0.0021372130290728875,0.004663347025698138
4.0,0.00647202878099049,0.004661608640358608
4.1000000000000005,-0.009433708254461905,0.004672892661889827
4.2,-0.0004756990714152906,0.004660827460163508
4.3,-0.0003306865768950286,0.004684882936897491
4.4,-0.008911150603260838,0.004685231461884654
4.5,-0.004690272290297867,0.004696089721256378
4.6000000000000005,-0.003098582927310257,0.004690308968478692
4.7,0.005264052693903865,0.0047117481320584804
4.800000000000001,0.005613982207734953,0.004702879242393657
4.9,-0.0017966338129092156,0.004719479246632898
5.0,0.0027784245165486505,0.004714350379404656
