 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
44520,10928,103,723.626,919.267,0,0.786,1.406,2.484,4.868,10.368,0.125
44521,10929,102,713.938,923.440,0,0.952,1.370,2.377,4.588,9.641,0.097
44522,10929,103,714.353,923.085,0,1.065,1.460,2.664,5.395,11.851,0.071
44523,10929,104,713.090,922.675,0,0.836,1.425,2.553,5.085,11.002,0.129
44524,10930,102,633.314,924.415,0,0.750,1.432,2.563,5.078,10.905,0.113
44525,10930,103,633.547,924.892,0,1.019,1.522,2.851,5.885,13.079,0.054
44526,10930,104,631.934,925.597,0,1.176,1.511,2.806,5.726,12.552,0.044
44527,10930,105,631.655,925.235,0,1.107,1.484,2.734,5.573,12.289,0.077
44528,10930,106,629.490,926.545,0,1.697,1.462,2.639,5.247,11.233,0.011
44529,10931,102,57.443,934.629,0,0.589,1.340,2.370,4.805,10.884,0.039
44530,10931,103,58.068,936.329,0,0.748,1.465,2.747,5.789,13.323,0.070
44531,10932,102,833.336,939.299,0,1.129,1.463,2.717,5.640,12.759,0.059
44532,10932,103,832.985,939.305,0,1.442,1.449,2.623,5.250,11.361,0.024
44533,10932,104,830.456,939.805,0,1.317,1.410,2.481,4.821,10.133,0.033
44534,10932,105,832.710,937.517,0,0.901,1.537,2.888,5.958,13.193,0.069
44535,10932,106,831.881,940.438,0,1.279,1.357,2.313,4.359,8.914,0.037
44536,10933,102,569.581,945.511,0,1.528,1.365,2.308,4.277,8.510,0.016
44537,10933,103,570.051,948.865,0,0.966,1.459,2.658,5.385,11.848,0.092
44538,10934,102,794.499,945.533,0,0.600,1.248,1.966,3.387,6.266,0.026
44539,10934,103,796.742,947.883,0,0.900,1.399,2.462,4.808,10.197,0.125
44540,10934,104,795.217,944.928,0,0.967,1.442,2.617,5.270,11.501,0.096
44541,10935,102,259.997,953.613,0,0.974,1.586,3.110,6.724,15.621,0.041
44542,10935,103,261.614,952.649,0,0.784,1.492,2.784,5.782,13.045,0.078
44543,10936,102,209.513,956.123,0,0.774,1.358,2.304,4.297,8.621,0.100
44544,10936,103,212.016,954.172,0,1.228,1.394,2.443,4.755,10.056,0.050
44545,10936,104,213.600,953.012,0,1.234,1.472,2.704,5.516,12.203,0.041
44546,10936,105,214.803,949.839,0,1.165,1.404,2.476,4.855,10.361,0.057
44547,10937,102,275.900,957.754,0,1.359,1.474,2.688,5.399,11.673,0.027
44548,10937,103,274.677,957.296,0,1.055,1.396,2.435,4.693,9.797,0.089
44549,10937,104,273.852,956.791,0,0.871,1.394,2.435,4.713,9.892,0.120
44550,10937,105,272.737,955.825,0,0.819,1.403,2.487,4.904,10.528,0.118
44551,10937,106,272.463,957.774,0,0.788,1.361,2.332,4.422,9.111,0.096
44552,10938,102,689.812,964.005,0,0.888,1.426,2.591,5.268,11.704,0.122
44553,10938,103,688.719,961.144,0,0.954,1.431,2.548,5.014,10.669,0.104
44554,10939,102,964.532,965.118,0,1.229,1.449,2.598,5.128,10.907,0.045
44555,10939,103,965.244,963.192,0,0.900,1.523,2.866,5.951,13.318,0.077
44556,10939,104,967.522,962.457,0,1.102,1.624,3.193,6.877,15.840,0.021
44557,10939,105,966.784,961.282,0,1.146,1.598,3.132,6.744,15.567,0.019
44558,10939,106,966.014,962.600,0,1.264,1.553,2.986,6.343,14.517,0.020
44559,10940,102,566.470,969.726,0,1.054,1.523,2.863,5.943,13.296,0.055
44560,10940,103,566.152,970.486,0,0.980,1.377,2.346,4.374,8.740,0.100
44561,10940,104,565.131,967.326,0,0.859,1.501,2.798,5.769,12.834,0.092
44562,10941,102,183.495,1011.436,0,0.756,1.368,2.344,4.447,9.164,0.107
44563,10941,103,184.291,1007.964,0,0.758,1.432,2.562,5.052,10.736,0.102
44564,10942,102,671.886,1014.196,0,0.806,1.455,2.650,5.345,11.670,0.116
44565,10942,103,672.297,1011.700,0,0.707,1.384,2.399,4.612,9.638,0.101
44566,10943,103,182.390,109.026,0,0.623,1.269,2.054,3.673,7.126,0.027
44567,10943,104,182.396,110.253,0,0.684,1.305,2.138,3.869,7.600,0.058
44568,10943,105,182.774,110.389,0,0.750,1.428,2.529,4.931,10.361,0.107
44569,10943,106,181.896,111.397,0,0.841,1.459,2.639,5.263,11.312,0.124
44570,10944,103,268.471,118.366,0,0.736,1.387,2.386,4.486,9.033,0.115
44571,10944,104,268.050,118.738,0,0.650,1.338,2.271,4.270,8.720,0.069
44572,10944,105,267.328,118.511,0,0.676,1.317,2.177,3.948,7.704,0.074
44573,10944,106,267.376,118.394,0,0.664,1.349,2.326,4.497,9.550,0.070
44574,10945,103,743.744,160.486,0,1.035,1.357,2.290,4.242,8.456,0.075
44575,10945,104,743.579,160.605,0,1.135,1.313,2.173,3.975,7.897,0.034
44576,10945,105,743.402,161.676,0,0.983,1.266,2.023,3.553,6.743,0.018
44577,10945,106,743.467,161.408,0,0.831,1.295,2.093,3.693,6.975,0.039
44578,10946,103,642.457,181.017,0,1.495,1.466,2.672,5.379,11.690,0.019
44579,10946,104,642.042,183.414,0,1.082,1.483,2.747,5.634,12.484,0.065
44580,10947,103,658.891,194.571,0,0.700,1.328,2.229,4.124,8.256,0.073
44581,10947,104,657.265,192.959,0,0.755,1.444,2.618,5.262,11.456,0.106
44582,10947,105,658.422,192.581,0,0.657,1.241,1.949,3.358,6.247,0.017
44583,10948,103,674.635,206.162,0,0.948,1.391,2.434,4.727,9.979,0.116
44584,10948,104,674.561,206.261,0,1.102,1.414,2.484,4.797,9.960,0.061
44585,10949,103,771.508,213.644,0,0.917,1.352,2.294,4.305,8.763,0.102
44586,10949,104,770.305,213.842,0,0.837,1.459,2.636,5.245,11.237,0.119
44587,10949,105,770.567,214.934,0,0.797,1.481,2.732,5.574,12.274,0.095
44588,10950,103,896.614,240.635,0,1.096,1.389,2.380,4.453,8.913,0.077
44589,10950,104,894.391,242.999,0,1.020,1.343,2.286,4.326,8.931,0.060
44590,10950,105,894.233,242.650,0,1.139,1.419,2.549,5.120,11.227,0.068
44591,10950,106,891.259,244.468,0,1.046,1.412,2.483,4.807,10.020,0.098
44592,10951,103,545.190,245.488,0,0.836,1.418,2.509,4.920,10.466,0.126
44593,10951,104,544.766,245.310,0,0.757,1.372,2.365,4.520,9.394,0.113
44594,10951,105,545.085,246.181,0,0.815,1.482,2.757,5.701,12.784,0.092
44595,10952,103,890.340,246.752,0,0.741,1.431,2.565,5.091,10.950,0.095
44596,10952,104,890.751,248.684,0,0.849,1.388,2.420,4.687,9.870,0.122
44597,10953,103,773.748,254.124,0,0.763,1.435,2.571,5.108,11.012,0.102
44598,10953,104,775.770,255.736,0,0.698,1.411,2.493,4.875,10.322,0.101
44599,10954,103,924.401,275.848,0,0.862,1.529,2.897,6.059,13.647,0.069
44600,10954,104,924.187,276.724,0,0.697,1.438,2.599,5.207,11.306,0.083
44601,10955,103,84.525,277.417,0,0.839,1.447,2.682,5.578,12.674,0.104
44602,10955,104,85.342,276.254,0,0.897,1.530,2.897,6.067,13.706,0.075
44603,10955,105,84.915,274.947,0,0.936,1.631,3.302,7.404,17.873,0.010
44604,10955,106,85.452,273.737,0,0.996,1.604,3.172,6.907,16.136,0.022
44605,10956,103,534.279,437.972,0,1.232,1.521,2.868,5.987,13.493,0.028
44606,10956,104,537.987,441.190,0,0.699,1.470,2.756,5.793,13.281,0.053
44607,10957,103,155.566,463.948,0,1.019,1.317,2.203,4.087,8.257,0.056
44608,10957,104,154.985,464.399,0,1.290,1.293,2.113,3.815,7.464,0.018
44609,10957,105,154.669,464.151,0,1.208,1.234,1.924,3.300,6.131,0.006
44610,10957,106,154.694,464.266,0,1.015,1.212,1.873,3.169,5.777,0.008
44611,10958,103,334.570,467.646,0,0.770,1.435,2.555,5.006,10.580,0.108
44612,10958,104,332.763,471.412,0,0.821,1.485,2.759,5.694,12.738,0.096
44613,10958,105,334.160,470.623,0,1.025,1.461,2.661,5.370,11.737,0.107
44614,10959,103,776.387,480.594,0,0.694,1.395,2.478,4.930,10.740,0.087
44615,10959,104,776.580,480.626,0,0.823,1.357,2.302,4.299,8.672,0.096
44616,10960,103,143.554,491.999,0,0.950,1.344,2.264,4.202,8.419,0.086
44617,10960,104,144.570,496.816,0,1.048,1.383,2.406,4.628,9.646,0.067
44618,10960,105,142.486,494.581,0,1.304,1.520,2.857,5.922,13.219,0.026
44619,10960,106,145.239,492.228,0,0.907,1.394,2.441,4.746,10.033,0.113
44620,10961,103,458.261,497.742,0,0.787,1.416,2.507,4.912,10.424,0.122
44621,10961,104,455.905,497.884,0,0.847,1.520,2.865,5.962,13.366,0.079
44622,10962,103,330.803,499.345,0,1.257,1.571,3.062,6.621,15.465,0.016
44623,10962,104,332.440,498.153,0,1.092,1.490,2.765,5.695,12.713,0.062
44624,10963,103,781.375,507.341,0,1.409,1.420,2.521,4.965,10.623,0.027
44625,10963,104,782.412,506.937,0,1.796,1.465,2.650,5.272,11.283,0.009
44626,10963,105,780.342,506.454,0,1.348,1.565,3.005,6.355,14.452,0.017
44627,10964,103,325.317,524.581,0,1.032,1.468,2.678,5.391,11.715,0.076
44628,10964,104,323.977,528.649,0,0.757,1.368,2.352,4.477,9.254,0.110
44629,10965,103,405.813,525.853,0,1.061,1.550,2.969,6.306,14.480,0.030
44630,10965,104,407.567,523.665,0,0.714,1.391,2.429,4.701,9.888,0.109
44631,10966,103,784.609,530.661,0,0.593,1.287,2.122,3.915,7.944,0.028
44632,10966,104,786.606,530.761,0,0.608,1.301,2.152,3.974,8.059,0.048
44633,10967,103,367.399,531.485,0,1.354,1.616,3.189,6.918,16.085,0.010
44634,10967,104,366.608,531.531,0,0.895,1.492,2.791,5.808,13.105,0.092
44635,10967,105,368.095,530.170,0,1.173,1.357,2.321,4.401,9.069,0.054
44636,10967,106,368.240,529.928,0,0.728,1.407,2.482,4.838,10.191,0.100
44637,10968,103,200.487,534.742,0,0.778,1.386,2.401,4.596,9.526,0.128
44638,10968,104,195.880,536.407,0,0.674,1.330,2.211,4.040,7.952,0.070
44639,10968,105,197.287,537.901,0,0.998,1.476,2.694,5.412,11.685,0.110
44640,10969,103,645.051,534.508,0,0.966,1.455,2.626,5.232,11.248,0.095
44641,10969,104,645.445,532.967,0,0.995,1.366,2.358,4.509,9.358,0.075
44642,10969,105,646.822,532.995,0,1.344,1.387,2.421,4.673,9.771,0.031
44643,10970,103,382.210,535.331,0,1.084,1.537,2.919,6.120,13.834,0.033
44644,10970,104,385.268,535.979,0,1.092,1.464,2.680,5.441,11.963,0.068
44645,10970,105,389.021,533.429,0,1.131,1.457,2.635,5.240,11.199,0.077
44646,10970,106,389.946,533.723,0,1.002,1.539,2.928,6.138,13.829,0.054
44647,10971,103,532.422,535.571,0,0.989,1.388,2.392,4.524,9.205,0.104
44648,10971,104,532.841,535.038,0,0.734,1.305,2.187,4.076,8.277,0.070
44649,10972,103,487.127,538.604,0,1.193,1.415,2.500,4.886,10.344,0.057
44650,10972,104,486.612,537.590,0,1.006,1.530,2.885,5.996,13.423,0.061
44651,10973,103,206.652,567.300,0,1.502,1.690,3.437,7.636,18.086,0.005
44652,10973,104,207.046,567.335,0,1.042,1.433,2.574,5.137,11.133,0.076
44653,10973,105,206.610,568.252,0,0.810,1.351,2.282,4.242,8.501,0.104
44654,10974,103,161.365,586.823,0,0.916,1.476,2.694,5.420,11.749,0.099
44655,10974,104,161.412,587.195,0,0.896,1.369,2.344,4.413,8.955,0.096
44656,10975,103,201.430,586.521,0,1.443,1.566,2.998,6.318,14.316,0.016
44657,10975,104,202.337,589.759,0,1.018,1.647,3.289,7.199,16.846,0.014
44658,10976,103,394.484,596.657,0,0.753,1.201,1.829,3.048,5.474,0.008
44659,10976,104,394.520,595.981,0,0.611,1.248,1.989,3.515,6.780,0.024
44660,10976,105,394.455,596.347,0,0.588,1.213,1.900,3.345,6.560,0.010
44661,10976,106,395.030,596.734,0,0.697,1.355,2.337,4.496,9.450,0.083
44662,10977,103,537.746,606.841,0,0.783,1.435,2.559,5.025,10.630,0.111
44663,10977,104,539.860,606.548,0,1.180,1.666,3.382,7.549,18.058,0.007
44664,10977,105,537.639,603.795,0,0.820,1.601,3.228,7.236,17.508,0.010
44665,10978,103,537.389,623.796,0,1.118,1.292,2.089,3.691,6.992,0.026
44666,10978,104,537.846,623.905,0,0.677,1.367,2.360,4.509,9.329,0.087
44667,10978,105,538.381,624.734,0,1.136,1.448,2.596,5.122,10.881,0.073
44668,10978,106,535.337,622.306,0,1.146,1.477,2.690,5.390,11.625,0.055
44669,10979,103,444.261,636.688,0,0.924,1.600,3.168,6.938,16.343,0.016
44670,10979,104,446.165,638.780,0,0.764,1.316,2.176,3.973,7.860,0.066
44671,10980,103,434.700,643.782,0,1.083,1.416,2.484,4.779,9.878,0.082
44672,10980,104,434.169,646.945,0,0.917,1.520,2.896,6.151,14.182,0.074
44673,10980,105,433.647,644.466,0,1.092,1.472,2.722,5.609,12.579,0.083
44674,10981,103,786.485,646.145,0,0.904,1.541,2.992,6.494,15.305,0.046
44675,10981,104,787.375,642.726,0,0.929,1.430,2.585,5.207,11.401,0.108
44676,10982,103,433.836,652.154,0,1.131,1.469,2.680,5.408,11.800,0.060
44677,10982,104,435.152,653.113,0,1.517,1.434,2.587,5.187,11.291,0.015
44678,10982,105,435.962,652.627,0,1.305,1.440,2.586,5.138,11.046,0.039
44679,10982,106,435.481,653.417,0,1.612,1.545,2.968,6.325,14.555,0.008
44680,10983,103,880.353,657.460,0,1.167,1.359,2.320,4.383,9.003,0.056
44681,10983,104,882.894,657.083,0,1.323,1.400,2.450,4.732,9.877,0.033
44682,10984,103,316.454,664.539,0,0.891,1.557,3.007,6.442,14.916,0.042
44683,10984,104,320.258,662.557,0,0.948,1.407,2.469,4.783,10.004,0.100
44684,10985,103,424.783,678.323,0,1.197,1.492,2.749,5.582,12.202,0.044
44685,10985,104,423.714,674.854,0,0.966,1.424,2.559,5.131,11.218,0.097
44686,10986,103,401.382,682.687,0,1.687,1.560,2.982,6.274,14.174,0.010
44687,10986,104,400.409,679.742,0,1.085,1.561,2.996,6.356,14.554,0.040
44688,10987,103,200.692,690.819,0,0.853,1.454,2.639,5.298,11.507,0.109
44689,10987,104,203.630,689.272,0,1.107,1.397,2.434,4.678,9.716,0.058
44690,10987,105,205.894,691.294,0,0.866,1.338,2.236,4.105,8.123,0.083
44691,10987,106,205.438,695.592,0,1.087,1.520,2.822,5.749,12.568,0.055
44692,10988,103,423.116,698.209,0,1.451,1.413,2.500,4.893,10.371,0.023
44693,10988,104,422.694,697.678,0,0.917,1.313,2.165,3.921,7.660,0.047
44694,10989,103,390.061,699.847,0,0.744,1.388,2.462,4.912,10.769,0.114
44695,10989,104,386.828,701.602,0,0.886,1.422,2.508,4.869,10.184,0.121
44696,10990,103,584.726,701.591,0,0.920,1.580,3.077,6.628,15.364,0.027
44697,10990,104,583.705,697.748,0,1.196,1.443,2.594,5.165,11.149,0.048
44698,10990,105,583.482,698.848,0,1.050,1.615,3.201,6.992,16.395,0.020
44699,10991,103,469.704,708.081,0,0.850,1.494,2.763,5.642,12.427,0.096
44700,10991,104,470.087,706.968,0,0.767,1.446,2.625,5.293,11.585,0.109
44701,10992,103,742.588,709.411,0,0.752,1.257,2.062,3.859,8.121,0.040
44702,10992,104,743.389,712.372,0,2.293,1.471,2.653,5.237,11.072,0.003
44703,10992,105,740.807,712.234,0,1.116,1.655,3.371,7.581,18.291,0.008
44704,10993,103,883.677,713.236,0,0.660,1.379,2.429,4.782,10.305,0.073
44705,10993,104,881.269,712.321,0,1.446,1.421,2.509,4.876,10.213,0.023
44706,10993,105,883.182,713.893,0,1.102,1.405,2.487,4.895,10.482,0.070
44707,10994,103,530.622,720.337,0,0.715,1.298,2.140,3.920,7.844,0.055
44708,10994,104,527.321,721.402,0,0.707,1.441,2.622,5.314,11.736,0.083
44709,10994,105,528.032,720.148,0,0.730,1.328,2.260,4.315,9.062,0.100
44710,10994,106,525.928,722.840,0,0.874,1.518,2.877,6.020,13.566,0.067
44711,10995,103,655.698,733.321,0,0.928,1.394,2.423,4.639,9.587,0.120
44712,10995,104,656.300,732.398,0,0.690,1.392,2.424,4.675,9.778,0.098
44713,10996,103,134.152,738.759,0,0.862,1.547,2.979,6.351,14.601,0.047
44714,10996,104,134.209,737.448,0,0.726,1.365,2.368,4.594,9.756,0.107
44715,10997,103,540.144,751.023,0,1.239,1.425,2.537,5.000,10.671,0.048
44716,10997,104,538.625,750.339,0,1.659,1.431,2.545,4.996,10.594,0.013
44717,10998,103,967.112,763.067,0,1.524,1.489,2.746,5.594,12.294,0.016
44718,10998,104,971.318,764.066,0,1.092,1.379,2.397,4.622,9.677,0.058
44719,10999,103,509.424,788.762,0,1.236,1.513,2.828,5.826,12.922,0.032
44720,10999,104,508.326,792.521,0,1.347,1.433,2.566,5.079,10.883,0.028
44721,10999,105,506.714,795.009,0,0.793,1.439,2.643,5.437,12.214,0.113
44722,11000,103,724.410,791.336,0,0.963,1.373,2.354,4.446,9.071,0.106
44723,11000,104,725.531,788.114,0,0.717,1.394,2.441,4.735,9.952,0.112
44724,11001,103,383.770,792.433,0,1.172,1.466,2.686,5.466,12.077,0.053
44725,11001,104,383.875,791.252,0,1.468,1.349,2.305,4.371,9.011,0.018
44726,11001,105,384.813,790.534,0,1.155,1.393,2.459,4.834,10.347,0.058
44727,11001,106,385.586,790.595,0,1.447,1.630,3.269,7.224,17.114,0.006
44728,11002,103,349.183,796.228,0,1.223,1.484,2.723,5.510,12.021,0.043
44729,11002,104,348.561,796.562,0,2.181,1.497,2.773,5.668,12.496,0.005
44730,11002,105,348.637,795.735,0,3.102,1.410,2.482,4.829,10.166,0.002
44731,11002,106,350.066,794.662,0,2.771,1.438,2.575,5.077,10.776,0.002
44732,11003,103,803.796,797.025,0,0.705,1.312,2.212,4.169,8.629,0.070
44733,11003,104,802.714,797.343,0,1.219,1.369,2.333,4.369,8.804,0.036
44734,11003,105,803.452,798.711,0,1.026,1.382,2.387,4.545,9.340,0.075
44735,11004,103,322.623,810.456,0,0.900,1.441,2.573,5.065,10.771,0.112
44736,11004,104,320.473,806.530,0,1.131,1.570,3.024,6.430,14.717,0.033
44737,11005,103,346.575,811.777,0,0.906,1.454,2.605,5.130,10.865,0.108
44738,11005,104,343.437,815.321,0,0.722,1.424,2.525,4.937,10.418,0.110
44739,11006,103,473.541,816.628,0,0.667,1.319,2.158,3.867,7.448,0.050
44740,11006,104,470.270,818.682,0,1.008,1.495,2.808,5.876,13.357,0.070
44741,11007,103,322.569,826.124,0,0.827,1.415,2.519,4.962,10.574,0.125
44742,11007,104,321.618,826.559,0,1.431,1.517,2.854,5.943,13.365,0.009
44743,11008,103,302.264,831.317,0,0.648,1.436,2.664,5.568,12.766,0.035
44744,11008,104,302.874,831.013,0,0.953,1.378,2.412,4.719,10.106,0.093
44745,11008,105,301.849,832.472,0,1.098,1.541,2.932,6.161,13.955,0.043
44746,11008,106,301.453,832.009,0,1.204,1.349,2.345,4.618,10.093,0.053
44747,11009,103,391.399,832.420,0,0.794,1.460,2.671,5.438,12.026,0.097
44748,11009,104,389.143,828.654,0,1.023,1.557,3.008,6.436,14.867,0.046
44749,11010,103,395.220,846.964,0,1.787,1.395,2.426,4.646,9.593,0.006
44750,11010,104,394.417,846.597,0,2.253,1.438,2.570,5.070,10.803,0.003
44751,11010,105,394.461,847.124,0,2.394,1.543,2.936,6.168,13.960,0.003
44752,11010,106,395.307,847.494,0,2.182,1.286,2.073,3.656,6.921,0.004
44753,11011,103,923.313,846.248,0,0.822,1.490,2.751,5.617,12.389,0.094
44754,11011,104,922.621,847.089,0,0.899,1.385,2.395,4.564,9.396,0.106
44755,11011,105,926.448,846.173,0,0.699,1.338,2.253,4.186,8.417,0.094
44756,11012,103,943.718,848.558,0,1.109,1.679,3.425,7.667,18.358,0.008
44757,11012,104,944.393,848.423,0,1.428,1.700,3.495,7.872,18.927,0.002
44758,11012,105,945.491,848.598,0,1.399,1.705,3.495,7.820,18.639,0.003
44759,11013,103,810.143,851.250,0,0.749,1.463,2.694,5.534,12.391,0.077
44760,11013,104,807.261,851.286,0,1.124,1.326,2.192,3.964,7.691,0.036
44761,11013,105,806.102,848.422,0,1.322,1.414,2.512,4.948,10.560,0.035
44762,11014,103,479.825,876.806,0,1.760,1.556,2.969,6.236,14.069,0.009
44763,11014,104,479.358,874.568,0,0.909,1.599,3.166,6.925,16.300,0.025
44764,11015,103,672.726,887.042,0,1.219,1.465,2.665,5.349,11.580,0.048
44765,11015,104,669.067,887.498,0,0.836,1.549,2.978,6.333,14.523,0.052
44766,11016,103,726.475,889.072,0,1.315,1.563,3.026,6.484,14.999,0.017
44767,11016,104,726.490,885.691,0,1.986,1.576,3.034,6.415,14.549,0.004
44768,11016,105,724.507,883.840,0,1.535,1.470,2.683,5.397,11.689,0.016
44769,11016,106,727.169,883.671,0,0.702,1.429,2.583,5.194,11.341,0.085
44770,11017,103,791.317,896.719,0,0.954,1.410,2.487,4.850,10.227,0.111
44771,11017,104,791.497,893.915,0,0.918,1.604,3.176,6.951,16.383,0.024
44772,11017,105,791.279,896.653,0,0.753,1.455,2.636,5.276,11.407,0.099
44773,11017,106,790.673,897.121,0,1.046,1.391,2.430,4.708,9.903,0.093
44774,11018,103,85.157,897.499,0,0.862,1.480,2.726,5.572,12.357,0.101
44775,11018,104,86.031,896.488,0,0.652,1.298,2.168,4.065,8.416,0.060
44776,11018,105,85.372,896.346,0,0.964,1.435,2.606,5.281,11.656,0.115
44777,11019,103,438.733,902.851,0,1.060,1.306,2.138,3.829,7.363,0.038
44778,11019,104,438.801,903.163,0,0.805,1.362,2.329,4.399,8.986,0.106
44779,11020,103,816.429,910.453,0,1.105,1.406,2.460,4.747,9.899,0.077
44780,11020,104,815.836,908.342,0,0.944,1.530,2.870,5.915,13.087,0.074
44781,11021,103,526.228,915.414,0,0.827,1.383,2.401,4.612,9.603,0.134
44782,11021,104,523.664,915.046,0,0.885,1.437,2.580,5.119,10.983,0.120
44783,11021,105,526.932,916.129,0,0.931,1.447,2.626,5.300,11.621,0.122
44784,11021,106,525.454,916.871,0,1.691,1.327,2.213,4.054,8.002,0.009
44785,11022,103,544.948,921.049,0,1.253,1.691,3.560,8.296,20.742,0.004
44786,11022,104,544.318,919.546,0,1.229,1.343,2.383,4.838,10.957,0.039
44787,11022,105,544.781,919.961,0,1.189,1.412,2.631,5.613,13.268,0.060
44788,11022,106,544.686,919.644,0,1.123,1.453,2.765,5.975,14.180,0.053
44789,11023,103,812.600,920.567,0,0.614,1.325,2.238,4.212,8.673,0.043
44790,11023,104,812.277,919.843,0,1.191,1.501,2.797,5.769,12.861,0.043
44791,11023,105,811.233,917.299,0,1.099,1.530,2.894,6.038,13.563,0.048
44792,11024,103,806.328,951.594,0,0.856,1.368,2.336,4.393,8.923,0.123
44793,11024,104,807.329,951.251,0,1.171,1.260,1.998,3.470,6.486,0.014
44794,11024,105,807.040,951.459,0,0.816,1.285,2.131,3.953,8.053,0.058
44795,11024,106,806.820,950.862,0,1.073,1.299,2.128,3.836,7.470,0.036
44796,11025,103,331.623,955.114,0,0.779,1.282,2.063,3.640,6.915,0.041
44797,11025,104,331.061,954.893,0,0.842,1.382,2.405,4.625,9.619,0.121
44798,11025,105,331.229,954.920,0,0.763,1.388,2.429,4.713,9.905,0.113
44799,11025,106,331.809,955.248,0,1.046,1.380,2.377,4.519,9.301,0.086
44800,11026,103,225.573,956.932,0,1.156,1.349,2.304,4.386,9.134,0.056
44801,11026,104,225.329,956.386,0,1.825,1.447,2.590,5.107,10.850,0.010
44802,11026,105,225.765,958.823,0,0.792,1.455,2.657,5.376,11.777,0.111
44803,11026,106,225.595,958.289,0,0.760,1.316,2.185,4.010,7.996,0.064
44804,11027,103,556.965,963.303,0,0.932,1.395,2.441,4.729,9.941,0.119
44805,11027,104,556.489,963.931,0,1.008,1.307,2.140,3.857,7.519,0.038
44806,11028,103,206.863,987.073,0,0.736,1.480,2.763,5.739,12.930,0.062
44807,11028,104,202.481,989.233,0,0.994,1.306,2.171,4.026,8.192,0.044
44808,11028,105,204.712,989.268,0,1.003,1.413,2.494,4.842,10.121,0.089
44809,11028,106,207.251,989.625,0,1.187,1.540,2.903,6.013,13.371,0.031
44810,11029,103,388.083,991.518,0,1.882,1.351,2.294,4.300,8.724,0.007
44811,11029,104,388.381,990.039,0,0.784,1.390,2.515,5.164,11.721,0.130
44812,11029,105,387.446,988.231,0,0.974,1.445,2.617,5.224,11.226,0.115
44813,11030,103,192.874,995.660,0,0.864,1.528,2.880,5.987,13.407,0.074
44814,11030,104,192.448,993.955,0,0.983,1.404,2.491,4.896,10.422,0.090
44815,11030,105,192.701,989.337,0,0.960,1.600,3.159,6.896,16.203,0.024
44816,11030,106,191.274,989.980,0,0.841,1.569,3.087,6.735,15.844,0.024
44817,11031,103,97.852,1005.931,0,0.682,1.343,2.289,4.348,9.027,0.079
44818,11031,104,98.174,1005.284,0,0.820,1.457,2.633,5.242,11.247,0.119
44819,11032,104,621.268,144.694,0,1.030,1.455,2.681,5.524,12.403,0.079
44820,11032,105,620.493,144.121,0,1.052,1.554,2.982,6.315,14.389,0.041
44821,11033,104,772.450,193.482,0,1.023,1.347,2.281,4.277,8.710,0.059
44822,11033,105,776.246,193.251,0,0.794,1.360,2.317,4.352,8.834,0.110
44823,11033,106,778.059,193.040,0,1.353,1.379,2.383,4.541,9.351,0.029
44824,11034,104,99.233,200.667,0,0.585,1.329,2.268,4.325,9.044,0.045
44825,11034,105,99.629,200.461,0,0.867,1.346,2.294,4.346,8.982,0.096
44826,11034,106,99.378,199.858,0,1.008,1.553,2.996,6.401,14.756,0.044
44827,11035,104,348.069,203.180,0,0.974,1.384,2.407,4.636,9.697,0.086
44828,11035,105,350.165,202.697,0,0.766,1.417,2.552,5.150,11.364,0.111
44829,11036,104,647.495,262.464,0,0.808,1.317,2.207,4.116,8.395,0.070
44830,11036,105,648.589,262.535,0,0.962,1.454,2.690,5.584,12.682,0.116
44831,11037,104,721.511,286.938,0,0.839,1.552,2.992,6.376,14.639,0.049
44832,11037,105,722.249,286.267,0,0.953,1.542,2.944,6.204,14.078,0.058
44833,11038,104,877.520,322.658,0,0.967,1.541,2.923,6.106,13.715,0.063
44834,11038,105,877.875,320.635,0,1.470,1.452,2.621,5.227,11.267,0.022
44835,11038,106,876.408,321.674,0,1.137,1.349,2.276,4.211,8.381,0.056
44836,11039,104,7.103,332.761,0,1.000,1.377,2.361,4.465,9.131,0.074
44837,11039,105,6.944,332.279,0,0.935,1.273,2.057,3.668,7.087,0.027
44838,11039,106,6.452,332.335,0,0.958,1.269,2.044,3.625,6.963,0.026
44839,11040,104,150.131,365.581,0,0.936,1.434,2.571,5.098,10.936,0.106
44840,11040,105,148.507,361.506,0,0.639,1.268,2.044,3.633,7.008,0.034
44841,11041,104,159.218,375.410,0,0.859,1.391,2.454,4.812,10.263,0.125
44842,11041,105,158.559,374.458,0,0.761,1.495,2.824,5.975,13.781,0.051
44843,11042,104,542.069,417.019,0,0.984,1.394,2.483,4.966,10.883,0.089
44844,11042,105,545.135,418.173,0,0.857,1.357,2.278,4.204,8.362,0.095
44845,11042,106,545.052,418.202,0,0.923,1.453,2.623,5.220,11.194,0.120
44846,11043,104,110.643,437.488,0,1.002,1.384,2.372,4.460,9.013,0.075
44847,11043,105,111.320,438.367,0,0.785,1.407,2.479,4.854,10.342,0.116
44848,11044,104,376.009,439.650,0,1.063,1.521,2.865,5.964,13.391,0.053
44849,11044,105,376.975,439.111,0,1.135,1.454,2.652,5.373,11.805,0.076
44850,11045,104,522.048,447.550,0,0.935,1.453,2.621,5.212,11.169,0.105
44851,11045,105,522.578,446.027,0,1.097,1.632,3.239,7.062,16.495,0.017
