 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,782.703,154.010,0,0.916,1.477,2.763,5.784,13.197,0.071
2,1,1,782.847,151.825,0,1.009,1.484,2.764,5.732,12.912,0.077
3,1,2,782.287,153.561,0,0.804,1.544,3.017,6.576,15.528,0.044
4,1,3,782.438,154.226,0,0.902,1.383,2.429,4.758,10.164,0.087
5,1,4,782.537,154.644,0,0.882,1.372,2.384,4.618,9.754,0.108
6,1,5,782.756,155.460,0,0.947,1.500,2.815,5.852,13.117,0.070
7,2,0,722.940,163.227,0,0.634,1.361,2.334,4.430,9.118,0.112
8,2,1,724.106,161.912,0,0.647,1.335,2.279,4.334,8.982,0.089
9,2,2,719.923,162.458,0,1.046,1.570,3.036,6.480,14.890,0.025
10,2,3,719.476,162.858,0,1.051,1.568,2.989,6.239,13.936,0.036
11,3,0,697.990,185.919,0,0.619,1.368,2.386,4.640,9.837,0.109
12,3,1,697.907,184.498,0,0.664,1.327,2.246,4.245,8.795,0.083
13,3,2,695.384,181.943,0,0.846,1.410,2.480,4.815,10.089,0.125
14,3,3,697.768,183.114,0,0.538,1.313,2.198,4.079,8.219,0.049
15,3,4,697.942,185.699,0,0.707,1.307,2.166,3.990,8.031,0.087
16,4,0,753.514,188.405,0,1.698,1.576,3.045,6.483,14.829,0.003
17,4,1,751.691,191.094,0,1.202,1.422,2.554,5.118,11.197,0.029
18,4,2,751.428,188.925,0,1.650,1.384,2.393,4.577,9.496,0.008
19,4,3,751.495,189.438,0,0.987,1.510,2.842,5.952,13.524,0.062
20,4,4,751.292,189.232,0,0.851,1.345,2.298,4.365,9.041,0.097
21,4,5,751.855,189.400,0,1.225,1.486,2.743,5.597,12.339,0.023
22,4,6,753.195,190.800,0,1.485,1.421,2.502,4.846,10.111,0.013
23,4,7,753.292,190.197,0,1.343,1.504,2.798,5.746,12.725,0.013
24,4,8,752.561,191.095,0,0.950,1.521,2.845,5.847,12.883,0.055
25,4,9,753.138,190.193,0,0.964,1.464,2.664,5.350,11.594,0.058
26,4,10,752.684,190.328,0,1.221,1.498,2.774,5.672,12.522,0.020
27,4,11,752.490,190.946,0,1.675,1.426,2.523,4.907,10.275,0.010
28,4,12,752.686,190.614,0,1.038,1.555,3.002,6.403,14.715,0.032
29,4,13,752.189,189.838,0,1.589,1.390,2.420,4.651,9.654,0.012
30,4,14,752.152,189.735,0,1.467,1.484,2.734,5.577,12.309,0.008
31,4,15,752.287,192.041,0,1.312,1.439,2.579,5.099,10.876,0.021
32,4,16,751.856,191.527,0,0.942,1.438,2.564,5.039,10.686,0.092
33,4,17,752.191,191.416,0,1.045,1.367,2.346,4.446,9.120,0.055
34,4,18,752.194,193.793,0,1.001,1.457,2.672,5.459,12.125,0.075
35,4,19,754.348,191.644,0,1.058,1.645,3.320,7.384,17.620,0.010
36,4,20,752.386,192.732,0,1.744,1.516,2.829,5.820,12.891,0.006
37,4,21,752.709,191.428,0,1.214,1.606,3.178,6.949,16.340,0.012
38,5,0,793.147,192.348,0,0.841,1.427,2.536,4.974,10.514,0.135
39,5,1,794.810,194.798,0,0.836,1.401,2.468,4.827,10.268,0.132
40,6,0,741.886,193.539,0,0.620,1.332,2.221,4.065,8.009,0.081
41,6,1,742.477,193.293,0,0.704,1.275,2.049,3.602,6.788,0.039
42,6,2,742.373,192.904,0,1.066,1.398,2.496,5.018,11.107,0.064
43,6,3,741.842,192.013,0,0.865,1.546,2.984,6.392,14.805,0.066
44,6,4,742.618,190.757,0,1.088,1.381,2.444,4.870,10.672,0.059
45,6,5,742.637,190.190,0,0.934,1.338,2.228,4.055,7.907,0.065
46,6,6,742.587,190.062,0,1.235,1.321,2.175,3.927,7.618,0.018
47,6,7,743.440,190.459,0,1.026,1.312,2.150,3.854,7.402,0.030
48,6,8,742.853,190.132,0,1.087,1.284,2.096,3.792,7.464,0.021
49,6,9,742.778,190.276,0,1.051,1.221,1.884,3.184,5.809,0.006
50,6,10,742.810,190.561,0,0.850,1.243,1.969,3.454,6.622,0.021
51,6,11,742.004,190.239,0,1.063,1.330,2.248,4.228,8.690,0.043
52,6,12,741.773,190.988,0,0.894,1.366,2.338,4.401,8.925,0.109
53,6,13,741.048,191.058,0,0.871,1.410,2.546,5.176,11.553,0.109
54,6,14,741.389,189.288,0,0.678,1.336,2.227,4.079,8.047,0.094
55,6,15,742.408,187.484,0,0.944,1.314,2.145,3.825,7.316,0.048
56,7,0,669.691,197.625,0,1.469,1.538,2.912,6.082,13.681,0.006
57,7,1,668.913,196.639,0,1.454,1.489,2.747,5.616,12.429,0.012
58,7,2,670.409,198.436,0,1.244,1.420,2.530,4.998,10.713,0.032
59,7,3,669.794,197.173,0,1.274,1.418,2.508,4.902,10.359,0.031
60,7,4,669.540,196.847,0,1.294,1.375,2.355,4.442,9.046,0.022
61,7,5,668.976,197.284,0,1.268,1.414,2.504,4.901,10.367,0.036
62,7,6,669.593,197.562,0,0.986,1.355,2.298,4.295,8.667,0.051
63,7,7,670.379,197.230,0,0.808,1.288,2.127,3.920,7.928,0.062
64,7,8,671.708,197.783,0,0.791,1.292,2.140,3.944,7.927,0.059
65,7,9,672.240,198.666,0,0.733,1.391,2.457,4.847,10.434,0.135
66,7,10,672.506,198.891,0,0.737,1.421,2.489,4.785,9.898,0.157
67,8,0,623.843,201.044,0,0.933,1.314,2.189,4.034,8.069,0.054
68,8,1,625.134,200.302,0,0.840,1.420,2.555,5.128,11.206,0.132
69,8,2,624.616,200.678,0,0.838,1.376,2.380,4.562,9.506,0.110
70,8,3,624.837,200.875,0,0.609,1.318,2.205,4.105,8.345,0.074
71,9,0,329.070,211.900,0,0.642,1.391,2.468,4.899,10.635,0.122
72,9,1,327.944,211.267,0,0.784,1.476,2.730,5.606,12.483,0.115
73,10,0,592.386,211.635,0,0.978,1.464,2.660,5.344,11.614,0.071
74,10,1,594.422,214.395,0,1.311,1.407,2.484,4.861,10.318,0.025
75,11,0,110.659,218.737,0,0.635,1.221,1.890,3.205,5.860,0.017
76,11,1,111.791,218.229,0,0.817,1.225,1.913,3.296,6.183,0.012
77,11,2,111.150,219.486,0,0.732,1.245,1.965,3.409,6.392,0.031
78,11,3,112.355,220.389,0,0.727,1.293,2.081,3.667,6.960,0.052
79,11,4,112.753,220.486,0,0.618,1.302,2.186,4.129,8.616,0.091
80,11,5,112.497,220.182,0,0.683,1.248,1.967,3.398,6.321,0.034
81,11,6,112.112,219.704,0,1.050,1.280,2.080,3.724,7.212,0.027
82,12,0,586.236,220.260,0,0.696,1.374,2.369,4.517,9.334,0.133
83,12,1,585.282,216.474,0,0.710,1.411,2.475,4.769,9.882,0.146
84,13,0,760.788,237.019,0,0.597,1.395,2.473,4.891,10.549,0.092
85,13,1,758.285,232.946,0,0.824,1.527,2.897,6.082,13.775,0.080
86,13,2,759.807,233.563,0,0.689,1.419,2.520,4.938,10.444,0.125
87,13,3,759.545,238.391,0,0.862,1.710,3.524,7.936,19.035,0.002
88,14,0,758.798,246.615,0,0.826,1.411,2.487,4.845,10.219,0.136
89,14,1,756.181,245.745,0,0.842,1.345,2.251,4.133,8.165,0.076
90,15,0,275.289,255.582,0,0.738,1.419,2.505,4.865,10.177,0.154
91,15,1,275.333,256.000,0,0.923,1.528,2.901,6.091,13.798,0.075
92,15,2,275.414,255.440,0,0.749,1.432,2.539,4.951,10.399,0.141
93,16,0,341.631,256.042,0,1.067,1.320,2.217,4.145,8.473,0.041
94,16,1,341.955,256.380,0,0.842,1.534,2.945,6.292,14.572,0.071
95,16,2,339.650,256.382,0,1.221,1.368,2.343,4.431,9.064,0.034
96,17,0,624.469,257.635,0,1.127,1.281,2.058,3.610,6.783,0.016
97,17,1,623.941,256.155,0,1.497,1.328,2.215,4.063,8.032,0.012
98,17,2,622.313,255.006,0,1.035,1.490,2.747,5.578,12.188,0.066
99,17,3,624.120,255.206,0,1.351,1.358,2.309,4.317,8.693,0.021
100,17,4,624.496,255.899,0,0.981,1.454,2.631,5.255,11.335,0.064
101,17,5,624.967,255.688,0,0.967,1.385,2.419,4.695,9.913,0.075
102,17,6,625.087,255.458,0,0.744,1.343,2.270,4.239,8.578,0.109
103,17,7,624.657,256.949,0,0.622,1.467,2.743,5.720,12.954,0.075
104,18,0,836.799,259.098,0,2.543,1.399,2.447,4.726,9.869,0.005
105,18,1,835.738,258.478,0,2.265,1.384,2.419,4.709,10.000,0.004
106,19,0,703.191,272.261,0,1.531,1.438,2.582,5.132,11.044,0.018
107,19,1,702.294,270.934,0,1.414,1.449,2.630,5.299,11.578,0.014
108,19,2,701.828,268.880,0,0.972,1.494,2.778,5.722,12.738,0.085
109,20,0,923.735,273.653,0,1.806,1.345,2.288,4.321,8.890,0.007
110,20,1,923.822,273.750,0,1.691,1.345,2.292,4.342,8.976,0.010
111,20,2,923.922,273.698,0,1.573,1.348,2.285,4.290,8.755,0.011
112,20,3,923.988,274.103,0,1.337,1.370,2.362,4.492,9.219,0.023
113,20,4,923.944,273.792,0,1.670,1.297,2.110,3.752,7.146,0.004
114,20,5,924.186,273.853,0,1.557,1.333,2.253,4.236,8.683,0.007
115,20,6,924.289,273.950,0,1.919,1.381,2.406,4.650,9.756,0.005
116,20,7,923.955,273.855,0,1.511,1.506,2.857,6.055,13.969,0.010
117,20,8,923.627,273.666,0,1.890,1.382,2.402,4.640,9.747,0.003
118,20,9,923.723,273.983,0,1.039,1.487,2.782,5.770,12.939,0.042
119,20,10,924.159,274.526,0,0.759,1.435,2.598,5.228,11.401,0.142
120,20,11,924.595,274.206,0,0.737,1.422,2.562,5.151,11.284,0.132
121,20,12,924.933,273.668,0,0.743,1.501,2.835,5.963,13.596,0.085
122,20,13,923.796,272.654,0,1.072,1.518,2.869,6.011,13.612,0.031
123,21,0,88.227,275.720,0,0.888,1.289,2.109,3.826,7.571,0.045
124,21,1,88.084,275.495,0,0.827,1.436,2.588,5.171,11.195,0.132
125,21,2,88.611,275.699,0,0.610,1.176,1.801,3.094,5.920,0.012
126,21,3,88.924,275.345,0,0.833,1.302,2.145,3.921,7.824,0.063
127,21,4,89.302,275.689,0,1.080,1.409,2.531,5.124,11.411,0.054
128,21,5,89.359,274.843,0,1.227,1.330,2.234,4.145,8.337,0.034
129,21,6,89.493,275.619,0,1.617,1.381,2.415,4.729,10.151,0.008
130,21,7,89.259,275.521,0,1.284,1.427,2.540,4.996,10.639,0.021
131,21,8,88.806,275.784,0,0.982,1.483,2.757,5.706,12.818,0.060
132,21,9,88.446,276.276,0,0.780,1.537,2.958,6.325,14.638,0.050
133,21,10,88.847,276.610,0,0.895,1.587,3.165,7.030,16.867,0.030
134,21,11,88.369,276.317,0,1.034,1.345,2.293,4.338,8.930,0.050
135,21,12,87.948,275.799,0,0.934,1.333,2.260,4.265,8.782,0.087
136,21,13,88.283,275.361,0,0.982,1.488,2.748,5.609,12.362,0.075
137,21,14,88.741,274.290,0,1.081,1.409,2.510,4.989,10.827,0.054
138,21,15,89.758,272.958,0,0.905,1.567,3.088,6.798,16.229,0.035
139,21,16,89.972,273.004,0,0.947,1.520,2.919,6.274,14.673,0.060
140,21,17,90.837,272.398,0,0.908,1.702,3.535,8.072,19.702,0.004
141,21,18,89.988,273.444,0,1.047,1.628,3.272,7.269,17.369,0.014
142,22,0,94.300,275.675,0,1.293,1.340,2.228,4.047,7.865,0.023
143,22,1,94.408,276.033,0,1.490,1.317,2.188,4.001,7.895,0.012
144,22,2,94.343,275.798,0,1.568,1.270,2.032,3.570,6.766,0.006
145,22,3,94.450,275.869,0,1.434,1.343,2.276,4.261,8.637,0.015
146,22,4,94.444,275.906,0,1.087,1.330,2.259,4.269,8.801,0.047
147,22,5,94.415,276.151,0,1.155,1.238,1.938,3.325,6.157,0.007
148,22,6,94.446,275.500,0,1.073,1.332,2.297,4.492,9.762,0.043
149,22,7,94.828,275.611,0,0.935,1.252,1.983,3.460,6.550,0.019
150,22,8,93.997,275.891,0,0.912,1.303,2.160,3.960,7.864,0.040
151,22,9,93.406,276.481,0,0.895,1.330,2.239,4.205,8.646,0.081
152,22,10,93.027,276.805,0,0.805,1.472,2.789,5.974,14.026,0.070
153,22,11,93.270,273.788,0,0.828,1.412,2.557,5.251,11.922,0.109
154,22,12,93.707,275.596,0,1.002,1.450,2.636,5.321,11.659,0.067
155,22,13,93.747,276.451,0,0.898,1.270,2.071,3.763,7.503,0.040
156,22,14,93.876,275.458,0,0.923,1.380,2.411,4.682,9.900,0.099
157,22,15,93.056,275.539,0,0.774,1.567,3.134,7.023,17.065,0.024
158,22,16,93.904,275.698,0,0.779,1.426,2.607,5.345,11.980,0.141
159,22,17,93.531,275.918,0,0.636,1.520,2.965,6.512,15.609,0.024
160,23,0,926.596,278.577,0,1.298,1.282,2.113,3.895,7.901,0.017
161,23,1,926.756,278.425,0,1.259,1.350,2.313,4.403,9.119,0.030
162,23,2,927.651,278.545,0,1.513,1.224,1.890,3.195,5.816,0.004
163,23,3,927.844,279.010,0,1.773,1.363,2.354,4.521,9.453,0.008
164,23,4,927.157,279.391,0,1.987,1.298,2.134,3.886,7.706,0.005
165,23,5,927.041,279.624,0,1.970,1.337,2.276,4.335,9.067,0.007
166,23,6,926.552,280.023,0,2.149,1.461,2.657,5.342,11.603,0.004
167,23,7,926.122,279.739,0,1.925,1.397,2.469,4.874,10.521,0.007
168,23,8,925.833,279.800,0,2.401,1.444,2.618,5.282,11.584,0.002
169,23,9,926.140,279.734,0,1.866,1.397,2.463,4.838,10.375,0.006
170,23,10,926.305,280.358,0,1.490,1.320,2.207,4.103,8.330,0.016
171,23,11,926.346,280.199,0,1.674,1.372,2.396,4.673,9.968,0.012
172,23,12,926.274,279.948,0,1.518,1.476,2.736,5.640,12.612,0.009
173,23,13,926.480,280.026,0,1.464,1.497,2.801,5.807,13.010,0.009
174,23,14,925.613,280.386,0,1.192,1.531,2.915,6.160,14.070,0.020
175,23,15,926.526,280.265,0,0.776,1.578,3.078,6.624,15.316,0.034
176,23,16,926.673,280.008,0,1.028,1.563,3.035,6.529,15.149,0.026
177,23,17,927.257,279.436,0,1.325,1.511,2.849,5.958,13.484,0.017
178,23,18,926.789,279.545,0,1.451,1.436,2.565,5.057,10.767,0.016
179,23,19,927.506,279.691,0,1.394,1.503,2.837,5.965,13.615,0.017
180,23,20,927.167,279.369,0,1.703,1.454,2.646,5.351,11.755,0.006
181,23,21,927.354,279.493,0,1.926,1.394,2.435,4.705,9.850,0.006
182,23,22,927.876,279.368,0,2.177,1.475,2.722,5.589,12.452,0.005
183,23,23,925.926,279.066,0,1.638,1.511,2.865,6.032,13.745,0.005
184,23,24,924.910,277.471,0,2.026,1.310,2.170,3.982,7.956,0.006
185,23,25,926.083,278.147,0,1.716,1.449,2.641,5.356,11.801,0.009
186,23,26,926.715,279.977,0,1.528,1.517,2.881,6.100,14.027,0.007
187,23,27,925.363,282.603,0,1.842,1.438,2.596,5.208,11.355,0.006
188,23,28,925.138,281.219,0,1.893,1.479,2.701,5.424,11.718,0.012
189,24,0,695.691,285.088,0,0.964,1.408,2.509,4.983,10.788,0.087
190,24,1,696.695,284.009,0,0.968,1.394,2.494,5.020,11.097,0.093
191,24,2,697.650,285.371,0,0.972,1.297,2.117,3.797,7.346,0.032
192,24,3,697.473,285.270,0,1.165,1.306,2.131,3.802,7.280,0.024
193,24,4,696.920,285.557,0,1.179,1.334,2.231,4.111,8.191,0.034
194,24,5,698.088,286.379,0,1.087,1.355,2.295,4.270,8.550,0.056
195,24,6,697.980,287.597,0,1.040,1.393,2.423,4.650,9.646,0.057
196,24,7,698.732,286.165,0,0.824,1.351,2.315,4.426,9.262,0.091
197,24,8,698.957,285.474,0,0.736,1.442,2.593,5.137,10.957,0.155
198,25,0,786.752,287.730,0,1.575,1.435,2.562,5.047,10.736,0.017
199,25,1,785.240,287.325,0,1.802,1.464,2.660,5.343,11.604,0.004
200,25,2,784.570,286.679,0,1.587,1.608,3.173,6.913,16.206,0.004
201,25,3,785.425,285.655,0,0.797,1.526,2.897,6.120,14.023,0.079
202,26,0,224.723,290.728,0,0.649,1.391,2.455,4.836,10.408,0.126
203,26,1,222.828,291.253,0,0.723,1.457,2.676,5.497,12.322,0.117
204,27,0,965.220,309.041,0,0.745,1.523,2.878,6.019,13.597,0.064
205,27,1,963.508,309.261,0,1.184,1.363,2.322,4.353,8.810,0.036
206,27,2,964.730,311.501,0,1.304,1.321,2.183,3.951,7.674,0.018
207,27,3,964.812,310.670,0,0.867,1.520,2.832,5.795,12.734,0.087
208,28,0,926.601,324.412,0,1.083,1.455,2.617,5.177,11.033,0.052
209,28,1,925.827,324.284,0,0.810,1.501,2.788,5.716,12.622,0.103
210,28,2,926.381,324.313,0,0.927,1.356,2.290,4.233,8.391,0.069
211,28,3,927.139,323.407,0,0.829,1.469,2.689,5.453,11.964,0.103
212,28,4,927.341,324.152,0,0.721,1.436,2.562,5.051,10.760,0.130
213,28,5,926.619,324.335,0,0.780,1.545,2.941,6.172,13.937,0.058
214,28,6,926.870,323.928,0,0.865,1.468,2.700,5.509,12.176,0.106
215,28,7,926.766,323.075,0,1.008,1.391,2.411,4.592,9.405,0.060
216,28,8,927.503,323.244,0,1.025,1.370,2.334,4.351,8.697,0.052
217,28,9,927.528,323.321,0,1.323,1.310,2.136,3.800,7.224,0.025
218,28,10,928.071,323.224,0,1.148,1.402,2.456,4.756,9.970,0.041
219,28,11,927.707,323.711,0,1.181,1.391,2.409,4.594,9.463,0.041
220,28,12,929.033,323.394,0,0.981,1.434,2.579,5.144,11.130,0.077
221,28,13,928.366,323.575,0,1.043,1.478,2.686,5.368,11.540,0.065
222,28,14,927.807,323.851,0,0.866,1.482,2.751,5.681,12.725,0.109
223,28,15,927.639,324.704,0,0.799,1.435,2.569,5.082,10.873,0.132
224,28,16,928.146,325.479,0,0.922,1.559,2.982,6.275,14.182,0.051
225,28,17,928.122,324.464,0,0.970,1.370,2.349,4.434,9.031,0.078
226,28,18,928.189,325.062,0,0.845,1.424,2.596,5.321,11.968,0.126
227,28,19,927.808,326.548,0,0.917,1.280,2.067,3.668,7.029,0.026
228,28,20,929.178,326.138,0,1.758,1.395,2.437,4.707,9.842,0.010
229,28,21,929.829,325.368,0,1.069,1.484,2.738,5.577,12.259,0.051
230,28,22,927.603,324.698,0,1.464,1.479,2.705,5.455,11.854,0.015
231,28,23,928.133,325.678,0,0.902,1.309,2.185,4.068,8.290,0.057
232,28,24,927.866,326.473,0,1.067,1.319,2.173,3.921,7.598,0.036
233,28,25,928.274,327.102,0,1.218,1.394,2.419,4.626,9.553,0.039
234,28,26,927.147,326.529,0,0.939,1.435,2.542,4.948,10.348,0.092
235,28,27,927.760,326.579,0,1.174,1.350,2.296,4.315,8.789,0.046
236,28,28,929.118,327.357,0,1.237,1.481,2.734,5.603,12.455,0.033
237,28,29,928.319,327.361,0,1.698,1.387,2.411,4.634,9.667,0.010
238,28,30,928.569,327.304,0,1.480,1.426,2.523,4.910,10.294,0.017
239,28,31,928.416,327.264,0,1.505,1.508,2.853,6.013,13.758,0.005
240,28,32,927.709,329.102,0,1.439,1.417,2.521,4.985,10.718,0.020
241,28,33,927.532,326.885,0,1.762,1.515,2.830,5.834,12.967,0.009
242,28,34,927.470,328.142,0,1.892,1.338,2.235,4.101,8.099,0.006
243,28,35,927.797,328.469,0,1.711,1.311,2.160,3.928,7.744,0.010
244,28,36,927.698,327.684,0,1.979,1.301,2.123,3.798,7.311,0.008
245,28,37,927.469,327.946,0,2.098,1.382,2.394,4.592,9.559,0.006
246,28,38,927.845,329.090,0,1.531,1.423,2.540,5.033,10.833,0.013
247,28,39,928.994,328.758,0,1.402,1.503,2.824,5.880,13.228,0.013
248,28,40,928.634,329.109,0,1.015,1.459,2.714,5.671,12.954,0.070
249,28,41,927.377,330.094,0,1.145,1.459,2.647,5.305,11.475,0.049
250,28,42,928.182,331.371,0,0.835,1.553,2.961,6.218,14.039,0.043
251,29,0,128.435,331.708,0,0.599,1.338,2.250,4.205,8.579,0.082
252,29,1,128.990,331.150,0,0.656,1.383,2.437,4.797,10.312,0.125
253,29,2,130.505,331.424,0,0.626,1.310,2.144,3.851,7.461,0.061
254,29,3,130.591,332.343,0,0.615,1.280,2.067,3.674,7.056,0.040
255,29,4,131.046,331.851,0,0.607,1.338,2.259,4.213,8.507,0.097
256,29,5,130.559,332.087,0,0.556,1.339,2.285,4.349,9.049,0.057
257,29,6,131.101,332.788,0,0.782,1.357,2.322,4.423,9.190,0.109
258,29,7,130.902,332.034,0,0.839,1.403,2.472,4.815,10.145,0.106
259,29,8,129.868,330.987,0,0.672,1.335,2.238,4.134,8.250,0.104
260,29,9,129.613,330.491,0,1.009,1.293,2.095,3.718,7.089,0.033
261,29,10,129.881,330.467,0,0.624,1.361,2.384,4.712,10.280,0.118
262,29,11,129.810,330.739,0,0.735,1.278,2.055,3.627,6.914,0.051
263,29,12,129.668,330.400,0,0.652,1.253,1.980,3.420,6.345,0.034
264,30,0,980.181,356.504,0,0.783,1.549,2.957,6.226,14.111,0.057
265,30,1,981.030,353.950,0,0.690,1.469,2.702,5.501,12.100,0.098
266,30,2,980.525,354.605,0,0.834,1.500,2.772,5.652,12.416,0.114
267,30,3,979.294,350.985,0,0.819,1.355,2.321,4.408,9.095,0.098
268,30,4,979.720,350.454,0,0.705,1.330,2.201,3.995,7.795,0.096
269,31,0,254.413,375.348,0,0.693,1.375,2.337,4.361,8.755,0.127
270,31,1,255.557,374.768,0,0.733,1.308,2.150,3.873,7.496,0.057
271,31,2,256.032,376.238,0,0.756,1.287,2.108,3.822,7.533,0.062
272,31,3,254.769,374.439,0,0.662,1.335,2.251,4.206,8.548,0.096
273,32,0,954.206,376.864,0,0.850,1.324,2.199,4.007,7.856,0.069
274,32,1,954.682,376.197,0,0.531,1.269,2.030,3.558,6.707,0.029
275,33,0,410.838,380.964,0,0.760,1.437,2.610,5.261,11.496,0.145
276,33,1,411.358,381.369,0,0.635,1.386,2.442,4.790,10.234,0.113
277,33,2,410.496,382.705,0,0.621,1.263,2.014,3.510,6.562,0.042
278,34,0,69.991,391.136,0,0.588,1.338,2.300,4.428,9.357,0.086
279,34,1,70.095,391.018,0,0.639,1.364,2.362,4.560,9.608,0.107
280,35,0,624.400,395.978,0,0.861,1.539,2.935,6.200,14.145,0.062
281,35,1,628.310,395.314,0,0.918,1.347,2.274,4.229,8.491,0.068
282,36,0,511.694,405.329,0,1.261,1.380,2.380,4.529,9.327,0.028
283,36,1,511.804,405.552,0,1.257,1.423,2.528,4.958,10.497,0.026
284,36,2,512.273,405.697,0,1.160,1.381,2.413,4.683,9.896,0.046
285,36,3,511.769,405.164,0,1.030,1.432,2.548,5.012,10.656,0.074
286,37,0,649.173,420.661,0,0.690,1.309,2.171,3.987,7.963,0.074
287,37,1,650.105,420.655,0,0.878,1.633,3.264,7.192,17.026,0.011
288,38,0,669.718,429.658,0,0.836,1.311,2.154,3.886,7.553,0.061
289,38,1,669.142,429.901,0,0.922,1.325,2.232,4.169,8.460,0.057
290,38,2,666.743,430.748,0,0.687,1.284,2.084,3.731,7.248,0.059
291,38,3,665.652,431.251,0,0.601,1.285,2.077,3.688,7.074,0.040
292,38,4,666.206,431.244,0,0.708,1.326,2.227,4.157,8.457,0.101
293,39,0,392.690,430.700,0,1.217,1.576,3.079,6.676,15.629,0.009
294,39,1,394.819,431.627,0,1.892,1.565,3.011,6.402,14.678,0.005
295,39,2,392.419,432.317,0,1.659,1.466,2.642,5.218,11.050,0.009
296,39,3,391.652,429.157,0,2.018,1.480,2.710,5.477,11.939,0.004
297,39,4,390.330,426.097,0,1.124,1.674,3.399,7.557,17.943,0.008
298,39,5,388.467,425.734,0,1.281,1.431,2.555,5.026,10.652,0.034
299,39,6,389.001,423.776,0,1.625,1.509,2.829,5.883,13.245,0.005
300,39,7,388.225,425.777,0,1.678,1.458,2.665,5.403,11.879,0.008
301,39,8,391.534,429.115,0,1.778,1.516,2.836,5.856,13.048,0.003
302,39,9,388.829,428.680,0,1.877,1.538,2.903,6.024,13.425,0.003
303,39,10,387.575,424.481,0,1.884,1.470,2.663,5.304,11.355,0.007
304,39,11,389.005,425.468,0,1.555,1.572,3.052,6.545,15.114,0.005
305,39,12,391.094,428.426,0,1.875,1.460,2.661,5.369,11.727,0.003
306,40,0,991.602,441.555,0,1.272,1.409,2.506,4.971,10.758,0.026
307,40,1,991.237,440.564,0,1.193,1.385,2.420,4.712,10.027,0.037
308,40,2,991.234,441.011,0,0.854,1.578,3.092,6.700,15.644,0.034
309,41,0,978.477,441.937,0,2.425,1.417,2.533,5.046,10.954,0.004
310,41,1,979.387,442.455,0,2.210,1.281,2.076,3.707,7.172,0.003
311,41,2,979.782,443.346,0,2.074,1.325,2.187,3.944,7.625,0.004
312,41,3,979.630,443.781,0,2.239,1.320,2.179,3.938,7.642,0.006
313,41,4,979.374,444.460,0,2.257,1.312,2.166,3.936,7.728,0.004
314,41,5,979.419,444.184,0,1.956,1.346,2.267,4.204,8.411,0.007
315,41,6,979.188,444.802,0,1.806,1.368,2.354,4.475,9.214,0.006
316,41,7,978.591,444.135,0,1.749,1.439,2.566,5.027,10.587,0.010
317,41,8,978.395,445.161,0,1.039,1.521,2.867,5.977,13.459,0.037
318,41,9,977.663,443.940,0,1.036,1.528,2.899,6.088,13.806,0.037
319,41,10,978.185,445.325,0,1.000,1.587,3.078,6.574,15.077,0.033
320,41,11,977.477,445.650,0,1.309,1.585,3.082,6.601,15.182,0.006
321,41,12,977.101,445.277,0,0.821,1.576,3.063,6.562,15.120,0.032
322,42,0,473.156,443.976,0,0.625,1.351,2.317,4.429,9.243,0.106
323,42,1,474.855,441.115,0,0.644,1.345,2.298,4.365,9.040,0.094
324,43,0,662.519,446.594,0,0.843,1.448,2.622,5.273,11.516,0.125
325,43,1,661.776,448.883,0,0.871,1.529,2.901,6.056,13.574,0.081
326,44,0,297.138,452.428,0,0.782,1.557,2.994,6.361,14.562,0.049
327,44,1,298.048,448.614,0,0.688,1.402,2.454,4.746,9.927,0.139
328,45,0,413.420,452.568,0,0.862,1.258,2.021,3.613,7.082,0.027
329,45,1,411.412,451.409,0,0.939,1.531,2.934,6.263,14.488,0.065
330,45,2,411.511,450.401,0,0.731,1.463,2.664,5.363,11.683,0.120
331,46,0,89.571,455.726,0,0.908,1.433,2.590,5.226,11.510,0.104
332,46,1,88.461,455.633,0,0.835,1.568,3.066,6.672,15.719,0.041
333,46,2,89.430,455.519,0,0.786,1.454,2.672,5.494,12.331,0.131
334,46,3,89.210,454.891,0,0.903,1.554,3.030,6.570,15.431,0.054
335,46,4,88.688,454.669,0,0.709,1.512,2.910,6.291,14.840,0.055
336,47,0,411.075,457.620,0,0.817,1.458,2.691,5.524,12.301,0.113
337,47,1,409.043,456.525,0,1.454,1.597,3.135,6.782,15.753,0.008
338,48,0,651.416,460.499,0,0.542,1.243,1.996,3.606,7.238,0.022
339,48,1,651.984,460.136,0,0.840,1.346,2.302,4.389,9.148,0.091
340,48,2,650.218,459.614,0,0.744,1.325,2.198,4.006,7.872,0.084
341,48,3,649.981,459.897,0,0.595,1.363,2.363,4.542,9.475,0.079
342,48,4,649.956,459.460,0,0.827,1.369,2.366,4.532,9.423,0.117
343,48,5,649.765,459.521,0,0.905,1.309,2.142,3.829,7.326,0.053
344,48,6,649.900,459.395,0,0.925,1.280,2.052,3.592,6.739,0.027
345,48,7,651.096,458.381,0,0.790,1.276,2.049,3.599,6.774,0.045
346,49,0,64.590,461.904,0,0.904,1.328,2.211,4.049,8.002,0.062
347,49,1,64.881,463.555,0,0.649,1.388,2.394,4.532,9.225,0.117
348,49,2,64.618,466.746,0,0.679,1.282,2.058,3.612,6.794,0.054
349,50,0,604.541,461.402,0,0.682,1.324,2.223,4.161,8.537,0.093
