FileName,N_total_tracks,N_short_excl,N_long_excl,frac_over20fr,N_analysed,MeanTrackLength,MedianD,MeanD,StdD,SEMD,MinD,MaxD,QualityFlag,MeanParticlesPerFrame
Traj_Set1_001.nd2_crop.tif,12063,11448,164,0.0136,451,3.908480477493161,0.0327292514284669,0.06031852530952915,0.07040711858262483,0.00331902339957196,-0.0380512220848036,0.3863356178365203,PASS,
Traj_Set1_002.nd2_crop.tif,11835,11563,46,0.0039,226,3.2134347275031687,0.03243755061447816,0.05987926054659635,0.07433786926469876,0.004955857950979918,-0.039942157942899376,0.3870635115118946,PASS,
Traj_Set1_006.nd2_crop.tif,12162,11580,143,0.0118,439,3.8835717809570793,0.03603039178287921,0.06608628519212555,0.07494339340160157,0.003580933851361219,-0.018306591805329547,0.39857073782144553,PASS,
Traj_Set2_003.nd2_crop.tif,14556,13963,119,0.0082,474,3.6479802143446003,0.0299717121589623,0.060026823619066444,0.07614117417242626,0.0035009749183888246,-0.05613842065899485,0.7151369628109475,PASS,
Traj_Set2_005.nd2_crop.tif,979,979,0,0.0,0,3.006128702757916,,,,,,,FAIL_no_tracks,
