Location,N,Mean,Median,Std,SEM,Min,Max,Q25,Q75
Inside_ROIs,924,0.10337892610136515,0.07069850153230292,0.10408577338491014,0.0034241705509900017,-0.012768231338854179,0.6347535134675311,0.02688890006914438,0.14603421383442375
Outside_ROIs,7450,0.07155418271429986,0.03300241996472458,0.09430701949323951,0.0010926117915066463,-0.037196565284428974,0.8940039863304959,0.0094590230390885,0.09921452584019362
