cell_label,area_px,perimeter_px,circularity,centroid_x,centroid_y,n_trajectories,n_points
1,2960.0,224.8528137423857,0.7357070571080093,24.225675675675674,29.497635135135134,0,0
2,2633.0,218.16652224137047,0.6951595698201408,94.0945689327763,19.011393847322445,0,0
3,1455.0,164.3259018078045,0.6771124647749202,158.62474226804125,12.986254295532646,0,0
4,3076.0,222.16652224137047,0.7831391975415672,201.0812743823147,33.2239921976593,0,0
5,1792.0,169.5918830920368,0.7829566992026131,251.34095982142858,17.862723214285715,0,0
6,1764.0,184.71067811865476,0.6497173127477885,293.42233560090705,22.09750566893424,0,0
7,2064.0,201.6812408671319,0.6376590789583355,341.38856589147287,23.30329457364341,0,0
8,4066.0,273.37972567696687,0.683667022300934,404.04476143630103,28.51475651746188,0,0
9,1388.0,160.08935777509512,0.6805725139017331,450.97910662824205,17.164985590778098,0,0
10,3251.0,229.39696961967,0.7763391371285129,509.78037526914795,22.696093509689327,0,0
11,848.0,114.25483399593905,0.8163126920571248,557.0695754716982,13.496462264150944,0,0
12,6547.0,369.9838020778234,0.6010170366883675,820.0736215060333,50.68886512906675,0,0
13,6532.0,338.6345596729059,0.7158029490938308,618.7852112676056,48.29500918554807,0,0
14,8743.0,359.3624817342638,0.8507557142786456,907.150520416333,61.81722520873842,0,0
15,5465.0,311.84776310850236,0.7061789436333479,59.357731015553526,78.14894784995425,0,0
16,2741.0,227.8528137423857,0.6634529164031819,972.9715432323969,56.96825975921197,0,0
17,2231.0,195.02438661763952,0.7371087947939485,151.02510085163604,51.21021963245182,0,0
18,2255.0,198.05992052357223,0.7223758347865066,566.8980044345898,56.78270509977827,0,0
19,3939.0,247.52186130069782,0.8079206721999549,744.1614623000762,60.31353135313531,0,0
20,6815.0,349.22034611053283,0.7022255829945212,692.1609684519442,88.91724137931034,0,0
21,1974.0,184.71067811865476,0.7270646118844301,116.5694022289767,62.94123606889564,0,0
22,6398.0,340.14927829866735,0.6948882882491106,500.7432010003126,76.9931228508909,0,0
23,695.0,104.76955262170048,0.7956544384241977,1003.0647482014389,47.427338129496405,0,0
24,5778.0,287.62236636408613,0.8776919021451273,330.46919349255796,75.34129456559363,0,0
25,6491.0,300.0071426749364,0.9062714187808922,244.87721460483746,80.767678323833,5,32
26,4268.0,278.99494936611666,0.6890354908253313,400.11340206185565,93.44845360824742,0,0
27,2267.0,214.02438661763952,0.6219204850865772,443.6065284516983,95.99294221438024,0,0
28,1633.0,180.8111831820431,0.6276903797815974,11.89222290263319,97.09920391916718,2,4
29,2174.0,205.05382386916236,0.6497311054399997,1009.03127874885,100.72861085556578,0,0
30,1437.0,156.4680374315355,0.7375905800771291,162.9248434237996,92.72651356993737,0,0
31,2304.0,227.58073580374358,0.5590122748995833,652.2022569444445,117.56857638888889,4,13
32,3977.0,259.84776310850236,0.7401632019921445,863.0178526527533,116.12974603972845,12,44
33,2574.0,290.82947314527274,0.38242085972234063,214.45609945609945,119.82400932400932,18,90
34,3811.0,260.3797256769669,0.7063736374289886,769.2033586985043,127.23327210705851,24,107
35,3816.0,276.14927829866735,0.6288258766560895,100.51310272536688,122.15959119496856,5,15
36,2435.0,192.45079348883237,0.8261699936890026,589.076386036961,111.72607802874744,0,0
37,2586.0,212.55129855222071,0.7193013235453681,977.0599381283836,129.7246713070379,10,36
38,1689.0,186.09545442950497,0.6128694638799215,533.8857312018946,118.85198342214328,2,17
39,3930.0,275.7766952966369,0.6493626246583949,310.647582697201,136.33587786259542,1,2
40,1361.0,152.58073580374355,0.7346298643675631,365.2850844966936,126.22703894195445,3,13
41,2993.0,266.0071426749364,0.5315326961520931,919.9946541931173,137.67824924824592,1,2
42,4077.0,272.11374439273465,0.6919100178636183,816.4243316163846,148.72553348050036,4,10
43,4206.0,286.45079348883235,0.6441382264106258,146.943414170233,155.59700427960058,3,7
44,4363.0,328.06601717798213,0.5094160038155462,729.0093972037589,179.51478340591336,47,198
45,3306.0,228.5512985522207,0.7953262687544758,474.88898971566846,145.3599516031458,0,0
46,2148.0,189.55739520663056,0.7512122763590622,30.329608938547487,143.28817504655493,4,16
47,1984.0,186.88834764831842,0.7138173230412085,615.7671370967741,145.49798387096774,14,42
48,1891.0,182.99494936611666,0.7096156517331821,188.1660497091486,145.62083553675305,10,48
49,4199.0,259.32085117392114,0.7846588217810805,543.1762324362943,160.2864967849488,6,20
50,1914.0,197.7878425849301,0.6148265464327037,279.26384535005224,171.81347962382446,1,3
51,4129.0,260.8233764908628,0.7627140056101228,417.2133688544442,166.87309275853718,6,19
52,2293.0,198.89444430272832,0.7283977814733995,58.944177932839075,180.80287832533799,14,156
53,2328.0,206.61017305526642,0.6853137366846023,244.21692439862542,172.89690721649484,4,10
54,891.0,137.63961030678928,0.591017988342781,704.5050505050505,169.07182940516273,8,22
55,2245.0,194.46803743153546,0.7459844018685825,1005.475723830735,174.5456570155902,1,11
56,5938.0,305.4213562373095,0.7999286555392184,930.8976086224318,190.08992926911418,30,100
57,4468.0,300.45079348883235,0.6219798536504204,335.96553267681287,187.2012085944494,11,25
58,2786.0,220.89444430272832,0.7174991483291583,669.6564967695621,177.3478104809763,35,226
59,980.0,119.15432893255071,0.8673937520267319,101.46632653061225,170.24489795918367,1,3
60,991.0,130.2842712474619,0.7336679413480927,15.20484359233098,177.71241170534813,0,0
61,5513.0,289.56349186104046,0.8262476669022092,848.8095410847088,203.68655904226375,30,80
62,3427.0,231.3797256769669,0.8044024131376553,204.6836883571637,199.67493434490808,3,37
63,2915.0,222.30865786510142,0.7412004420356131,602.3632933104632,192.32967409948543,16,47
64,1577.0,153.9827560572969,0.8357904033328486,771.0057070386811,193.90615091946734,47,191
65,3222.0,221.17871555019025,0.8276538446433533,482.6548727498448,202.44258224705152,2,4
66,5332.0,307.11984104714446,0.7103694174453812,652.0722055513878,228.56901725431356,26,148
67,4405.0,293.25588001646554,0.6436685934741903,567.4574347332576,227.02315550510784,6,19
68,5173.0,332.14927829866735,0.5892311746800493,104.23274695534506,253.81983375217476,18,92
69,4294.0,321.9482681718907,0.5205946702583415,139.6262226362366,222.7880763856544,18,100
70,5442.0,304.63455967290594,0.7369025504652111,982.5793825799338,242.54777655273796,32,106
71,1520.0,178.85281374238568,0.5971203854892678,415.78355263157897,206.75,10,31
72,4530.0,305.817279836453,0.608672981112002,20.22935982339956,245.0465783664459,5,16
73,2271.0,240.59292911256333,0.4930163012730954,326.59092910612065,232.2655217965654,8,28
74,8730.0,365.1259377015544,0.8228842255141018,387.6595647193585,260.33161512027493,25,65
75,1384.0,153.88225099390857,0.7344612594347089,268.8200867052023,218.6770231213873,6,39
76,2272.0,194.17871555019025,0.7572075630217168,520.5770246478874,238.6857394366197,12,34
77,3560.0,247.70562748477138,0.7291017079943728,796.6075842696629,240.25955056179777,34,150
78,2171.0,222.71067811865476,0.5500315568725483,62.48733302625518,246.08475356978352,6,20
79,3809.0,320.0782104868019,0.46720622011392504,452.3418220005251,269.64268836965084,17,52
80,5686.0,351.36248173426384,0.5787699143211815,229.45198733731974,262.41980302497365,9,20
81,3281.0,243.51576464628795,0.6952835126897102,734.6406583358732,259.4114599207559,52,228
82,1707.0,177.78174593052023,0.6786862510568636,172.98301113063854,260.63854715875806,6,25
83,1461.0,223.46803743153546,0.36764549628420135,1014.8637919233402,279.81724845995893,3,16
84,3365.0,226.2670273047588,0.8259473998486652,912.3239227340267,254.70698365527488,59,224
85,4061.0,374.8355697996826,0.3632128968651515,691.5193302142329,315.1915784289584,23,93
86,1779.0,190.50966799187808,0.6159589525436705,497.9274873524452,272.9769533445756,11,28
87,4632.0,338.19090885901,0.5089259043435654,861.4240069084628,288.23337651122625,38,118
88,5586.0,406.72896808188443,0.42432692065025646,655.3703902613677,318.0046544933763,11,28
89,9744.0,427.4873734152916,0.67003973176006,286.374486863711,314.8784893267652,47,123
90,6697.0,363.5462479183374,0.6367527502996874,768.7831865014185,312.4157085262058,25,69
91,5529.0,308.5096679918781,0.7299933387943716,602.7097124253934,311.00705371676617,5,18
92,4703.0,284.79393923934,0.7286573621823533,547.576653200085,305.23984690623007,9,40
93,4083.0,289.0365799264593,0.6141629653351048,952.4746509919177,320.6994856722998,23,68
94,8357.0,357.42135623730945,0.8220519603722942,54.20737106617207,333.61900203422283,10,26
